oc_jurisdiction_code;oc_company_number;inc_jurisdiction_code;wikirate_number;company_name
us_tx;0801999542;us_de;50262;Westlake Chemical
us_fl;H13929;us_fl;50295;World Fuel Services
us_nj;0101018969;us_de;58738;PBF Energy
us_ar;811062702;us_de;58786;Murphy USA
us_ca;C2163658;us_de;50718;SVB Financial Group
us_pa;2142700;us_de;50745;Airgas
us_ca;C0616995;us_de;5587;Levi Strauss & Co.
us_ny;1959209;us_de;57693;News Corp
us_tx;0003198006;us_de;2317302;Sunoco Inc.
us_ca;C1950733;us_de;2274112;JAKKS Pacific Inc.
us_ga;H857485;us_md;50465;NCR
us_ny;4135884;us_in;860510;Xylem Inc.
us_pa;112672;us_pa;50844;Erie Indemnity
us_ca;C3187301;us_ca;50946;CareFusion
us_ca;C3938818;us_de;59034;City National
us_tx;0801962714;us_tx;59038;CST Brands
us_tx;0003136606;us_de;51147;Oceaneering International
us_ga;10042672;us_ga;55293;SoapBox Soaps
us_ca;C3402816;us_de;52870;Episencial
us_ct;1017240;us_ct;52424;Conair
us_ny;208139;us_md;2271537;Balchem Corporation
us_ny;3368051;us_de;2241812;Etsy Inc.
us_ca;C1502593;us_de;5505;Gap inc.
us_co;20131432039;us_de;57304;Liberty Global
us_ny;23346;us_ny;56932;CBS
us_ny;3267406;us_de;870645;J. Crew Group, Inc.
us_ca;C1623940;us_ca;2241815;Hot Topic
us_ca;C1664165;us_de;2262123;K-Swiss
us_nv;C7491-1980;us_nv;2271563;International Game Technology
us_mn;13e06d98-87d4-e011-a886-001ec94ffe7f;us_de;2647764;Piper Jaffray Companies
us_ny;1208787;us_de;2262996;Iconix Brand Group
us_ga;K401596;us_de;2274108;Beazer Homes USA Inc.
us_pa;881416;us_pa;864974;Crane Co.
us_nc;0366503;us_va;859699;Albemarle Corporation
us_ca;C1200565;us_de;2271583;Stater Bros.
us_ia;48346;us_de;2262990;Lee Enterprises
us_pa;806697;us_de;859956;Unisys
us_oh;1967364;us_de;859992;Aleris
us_ny;1891912;us_ny;2608839;McKinsey & Company Inc
us_mo;F00257619;us_de;868903;DST Systems
us_tx;0003074606;us_tx;2241823;Six Flags
us_tx;0007878806;us_de;968797;Newfield Exploration Company
us_ny;1861699;us_ny;860764;ITT Corporation
us_nj;0100437165;us_de;2647762;Pinnacle Foods Inc
us_ca;C1618679;us_de;2241829;Beckman Coulter
us_ma;042456164;us_ma;2647778;Seaboard Corporation
us_ny;1165700;us_de;861344;Voxx International
us_wi;2B01590;us_mo;853000;Bemis Company
us_ny;2217768;us_de;48209;TIAA-CREF
us_sc;460089;us_sc;2262054;Domtar Corporation
us_ct;0044336;us_de;861549;Sturm, Ruger & Co.
us_ca;C3609116;us_de;2271548;Diamond Foods
us_nc;0362633;us_de;861679;Speedway Motorsports
us_ca;C3213970;us_ca;2274984;Quest Software Inc.
us_ca;C2728979;us_de;874181;Teledyne Technologies
us_ny;122984;us_ny;2274132;Monro Muffler Brake Inc.
us_ca;C1277777;us_de;776683;Cubic Corporation
us_ny;3498075;us_de;48228;NYSE Euronext
us_mi;621716;us_de;2735521;Guardian Industries
us_ca;C1666861;us_ca;2262991;International Lease Finance Corporation
us_ia;27486;us_ia;2271507;Meredith Corporation
us_ca;C0113703;us_ca;2262137;Unified Grocers Inc.
us_ga;0412962;us_de;2262969;BlueLinx
us_wi;B078480;us_wi;2241791;Journal Media Group
us_tx;0030616200;us_tx;2241828;Hastings Entertainment
us_ca;C3942580;us_nc;2271466;Dole Food Company Inc.
us_mo;F00139127;us_de;867648;Arch Coal
us_mo;F00406659;us_de;975149;Panera Bread
us_ca;C2123641;us_de;2271449;Equinix Inc.
us_va;T0525727;us_de;2270365;Sunrise Senior Living
us_va;F1199688;us_va;2271464;Amerigroup Corporation
us_ca;C3543335;us_de;428017;CKE Restaurants Inc
us_pa;930451;us_de;2262955;Toll Brothers
us_tx;0800597081;us_de;2274142;Stewart & Stevenson LLC
us_ca;C0272430;us_de;863956;Aerojet Rocketdyne
us_fl;315500;us_fl;863995;Perry Ellis International
us_fl;194593;us_fl;2271435;Watsco Inc.
us_ca;C2630013;us_ca;2274096;ARC Document Solutions Inc.
us_in;2001071800272;us_in;2271539;Anthem Inc.
us_nj;0100751233;us_de;58910;Sealed Air
us_ga;K223597;us_mn;2271476;Popeyes Louisiana Kitchen Inc.
us_nh;3389;us_de;11053;The Timberland Company
us_ca;C1950664;us_de;51379;Sun Microsystems Inc.
us_ny;750335;us_ny;965755;Bloomberg
us_ca;C1991515;us_ca;56134;Sempra Energy
us_ny;15772;us_ny;2996;New York Times Company
us_ca;C2936253;us_de;56747;Petco Animal Supplies, Inc.
us_ca;C1590746;us_de;2262971;LSI Corporation
us_ma;043284048;us_ma;2262053;Boston Beer Company Inc
us_mn;528350e8-acd4-e011-a886-001ec94ffe7f;us_de;856179;The Toro Company
us_nh;10961;us_nh;48203;Hypertherm Inc.
us_ma;352015980;us_de;2266090;Endurance International Group
us_pa;2754189;us_de;870797;Knoll, Inc.
us_tn;000304375;us_de;61188;Unum Group
us_az;R08644109;us_de;968747;First Solar, Inc.
us_ca;C2997430;us_de;776734;Clean Energy Fuels Corp.
us_ca;C1661896;us_de;56080;Granite Construction Incorporated
us_ma;041590850;us_ma;56104;Massachusetts Mutual Life Insurance Company
us_ct;0606871;us_de;2265423;The Priceline Group Inc.
us_ca;C2061762;us_de;50500;Netflix
us_mo;F00394800;us_de;50031;Cerner
us_tn;000173404;us_nv;48891;AutoZone
us_pa;2701679;us_de;2271585;ANSYS Inc.
us_mo;F00002338;us_ny;865187;Caleres Inc
us_ny;3559418;us_md;2241805;Chimera Investment Corporation
us_tx;0000098303;us_de;49110;Comerica
us_nc;0197221;us_de;2264116;First Citizens BancShares Inc.
us_ok;2300162236;us_de;49848;Helmerich & Payne
us_ca;C3286162;us_nv;50748;Herbalife
us_tx;0801504931;us_nv;2647724;iHeartMedia Inc
us_ca;C3303924;us_de;865910;Intersil Corporation
us_tx;0800735810;us_de;2262994;KBR Inc.
us_tx;0004501606;us_de;866019;Lennox International Inc.
us_co;20101253069;us_de;2265443;Molycorp Inc
us_oh;2060288;us_de;2271498;Omnicare Inc.
us_dc;EXTUID_2669048;us_de;2271547;Pepco Holdings Inc.
us_ks;3406329;us_de;2647772;Rent-A-Center Inc
us_ca;C3161457;us_de;2264093;Rovi Corporation
us_de;2052633;us_de;57252;SLM
us_ca;C1600966;us_de;865796;Synopsys, Inc.
us_ct;0286060;us_de;865012;Terex Corporation
us_ca;C1994400;us_de;853026;ViaSat Inc.
us_pa;3207636;us_de;2647802;VWR International
us_ny;4800809;us_de;1182783;PricewaterhouseCoopers
us_ca;C1962674;us_de;864110;Netgear
us_ca;C2812839;us_ca;875026;Spansion Inc.
us_tx;0002980106;us_de;48336;Sysco
us_tx;0008466206;us_de;58646;Nabors Industries
us_tx;0002694406;us_de;57581;HollyFrontier
us_mi;612283;us_mi;56392;Whirlpool
us_or;58690588;us_or;170691;U.S. Bancorp
us_tx;0800679794;us_ny;49958;Flowserve
us_ut;880564-0142;us_de;55997;Nu Skin International
us_ny;2366497;us_md;1052054;Kimco Realty
us_nc;0587171;us_de;860916;SPX Corporation
us_ca;C1545988;us_de;866379;Quiksilver Inc
us_co;19991091353;us_de;858099;Innospec inc.
us_fl;L14306;us_fl;61069;Prestige Cosmetics
us_ca;C1672948;us_de;61061;Physicians Formula
us_ca;C2561190;us_ca;61026;Method Products, Inc.
us_oh;149563;us_de;868559;Cooper Tire & Rubber Company
us_sc;144751;us_sc;864658;Sonoco Products
us_ca;C1584339;us_de;867572;Applied Micro Circuits Corporation
us_mn;c551ea8c-b4d4-e011-a886-001ec94ffe7f;us_de;868335;Christopher & Banks Corporation
us_nj;0100363790;us_de;868751;Destination Maternity Corporation
us_ga;H855195;us_md;856141;Haverty Furniture Companies, Inc.
us_ca;C1590247;us_de;776716;Integrated Device Technology, Inc.
us_ny;3443800;us_de;871381;Momentive Performance Materials Inc.
us_tx;0038121700;us_de;871688;National Instruments Corporation
us_ia;19355;us_ia;869839;HNI Corporation
us_tx;0001179806;us_de;859182;Commercial Metals Company
us_va;F1806696;us_va;2274064;Rosetta Stone Inc.
us_fl;F16000001544;us_de;2271478;Creative Learning Corporation
us_ny;893598;us_ny;2274197;First of Long Island Corporation
us_pa;2560230;us_de;2270352;Gardner Denver
us_ma;001004553;us_ma;2647271;Eastern Bank
us_pa;4234071;us_pa;2657585;Carnegie Mellon University
us_ny;2491450;us_de;2886162;WL Ross & Co. LLC
us_ny;1627299;us_de;2266075;First Data Corporation
us_dc;EXTUID_2679984;us_md;2270270;FTI Consulting Inc.
us_ca;C2263425;us_ca;2271578;Genomic Health Inc.
us_ny;4252172;us_de;2264106;AMC Networks Inc.
us_tn;000390522;us_de;2271481;Community Health Systems Inc.
us_va;T0217812;us_de;2647233;Alpha Natural Resources
us_ca;C1875609;us_md;2270339;Macerich Company
us_co;20021087692;us_co;2274098;MarkWest Energy Partners L.P.
us_tx;0800047083;us_de;2265430;Sunoco Logistics Partners
us_ok;3400654360;us_de;2274104;Magellan Midstream Partners L.P.
us_ny;1182525;us_de;2647723;Icahn Enterprises
us_fl;P16000077513;us_fl;2270375;SBA Communications
us_ga;0465564;us_de;2262986;FleetCor Technologies
us_tx;0800925278;us_de;2271568;Western Gas Partners LP
us_ca;C1754177;us_md;2241819;Alexandria Real Estate Equities Inc.
us_ca;C3552935;us_de;2266108;Blackhawk Network Holdings Inc.
us_ca;C1523877;us_de;2270414;Central Garden & Pet Company
us_tn;000007744;us_tn;2647251;Cracker Barrel Old Country Store Inc
us_tx;0801764836;us_tx;2274183;Energy Future Holdings Corporation
us_fl;S36299;us_fl;2265405;Federated National Holding Co
us_tn;000011181;us_tn;2270393;First Horizon National Corporation
us_ma;043578653;us_ma;2647269;Franklin Street Properties Corporation
us_nj;0100830283;us_de;2262065;Heartland Payment Systems Inc.
us_ca;C2798288;us_de;2265377;KYTHERA Biopharmaceuticals Inc.
us_va;F1236340;us_de;2266058;Learning Tree International Inc.
us_va;F1498783;us_de;2274215;ManTech International Corporation
us_mi;60872T;us_de;2266119;Metaldyne Performance Group Inc.
us_nc;3352860;us_nc;2265417;Piedmont Natural Gas Company Inc.
us_fl;112252;us_fl;2271577;Publix Super Markets Inc.
us_ca;C3772133;us_de;2265427;Raptor Pharmaceutical Corporation
us_ca;C3503816;us_md;2274153;Retail Opportunity Investments Corporation
us_ma;043445278;us_md;2271572;Senior Housing Properties Trust
us_va;02140531;us_va;2647780;Shenandoah Telecommunications Company
us_fl;J32884;us_de;2270396;Spanish Broadcasting System Inc.
us_nc;0338460;us_de;2265407;Stanley Furniture Company Inc.
us_az;R13300313;us_de;2262148;Taylor Morrison Home Corporation
us_fl;F12000003836;us_de;2241682;United Insurance Holdings Corporation
us_ny;5563;us_de;2271550;Universal Corporation
us_md;D00305862;us_md;2266125;Universal Security Instruments Inc.
us_ca;C1978599;us_de;2647798;Univision Communications Inc
us_ny;163928;us_ny;2265426;Volt Information Sciences Inc.
us_dc;EXTUID_4137978;us_md;2271530;Washington Real Estate Investment Trust
us_ca;C2677032;us_de;2271515;Yelp Inc.
us_fl;F04000004265;us_de;2271528;WellCare Health Plans Inc.
us_tx;0801279488;us_de;2274140;Buckeye Partners L.P.
us_md;F01478254;us_de;2265440;GP Strategies Corporation
us_nj;0100598275;us_md;2241814;Mack-Cali Realty Corporation
us_ca;C2083988;us_de;2265420;Sunesis Pharmaceuticals Inc.
us_tx;0800766192;us_de;2270386;Targa Resources Partners LP
us_fl;P40293;us_de;2241793;Universal Insurance Holdings
us_pa;4238426;us_md;2262953;Walter Investment Management Corporation
us_ca;C3003247;us_ca;53530;Juice Beauty, Inc.
us_ga;0458349;us_de;2266102;Neenah Paper Inc.
us_ca;C2344313;us_ca;2647256;Entravision Communications Corporation
us_ca;C3831672;us_de;2271567;Alphabet Inc
us_la;34245088D;us_la;1601521;Shaw Group
us_ca;C1098054;us_de;2241802;KB Home
us_pa;4240153;us_pa;55433;Sun & Earth, Inc.
us_ny;3092416;us_de;55265;skyn ICELAND
us_tx;0011203306;us_de;2241788;Sabre Corporation
us_ny;3966855;us_ny;49767;BBMG
us_tn;000478870;us_de;2274199;Iasis Healthcare LLC
us_hi;109653C6;us_de;2274203;Hawaiian Holdings Inc.
us_va;S5557576;us_de;2262965;CEB Inc.
us_nj;0100346796;us_ny;861790;Movado
us_mi;603814;us_de;859068;American Axle
us_wa;601991571;us_de;57106;T-Mobile USA, Inc.
us_ca;C1933361;us_de;860030;IXYS Corporation
us_md;F03948957;us_de;868336;Ciena Corporation
us_ga;K951842;us_ga;2271458;Cbeyond Inc.
us_fl;F94000001388;us_de;2241781;Spirit Airlines
us_ca;C3859603;us_de;2266056;Health Net Inc.
us_de;3603180;us_de;2274114;Incyte Corporation
us_tx;0800584818;us_de;2274223;Regency Energy Partners LP
us_ca;C0572811;us_de;2262970;American Vanguard Corporation
us_ia;2213;us_ia;2274171;Ames National Corporation
us_ca;C1042528;us_ca;2274165;CVB Financial Corporation
us_mi;60422Y;us_de;2266115;Tower International Inc.
us_or;3414216;us_or;2271451;Portland General Electric Company
us_ca;C1990723;us_de;2270311;Ariba Inc.
us_mo;F00004901;us_ny;2262147;Graybar Electric Company Inc.
us_ca;C1666951;us_ca;2647768;PS Business Parks Inc
us_ca;C3479942;us_ca;2274154;ServiceNow Inc.
us_va;F0069122;us_in;863765;Exelis Inc.
us_ca;C3055042;us_de;2265433;NetSuite Inc.
us_fl;F09000003307;us_fl;2647808;WCI Communities Inc
us_ca;C3482451;us_ca;2647813;Xoom Corporation
us_nd;988900;us_nd;2647792;Titan Machinery Inc
us_wa;601949454;us_wa;2647770;Puget Energy Inc
us_ma;043454702;us_ma;2647746;NxStage Medical Inc
us_ca;C2058953;us_ca;2647245;ChemoCentryx Inc
us_ca;C2363198;us_de;2274061;Threshold Pharmaceuticals Inc.
us_va;F1611427;us_md;2271513;Sotherly Hotels Inc.
us_ca;C3055259;us_ca;2271524;Zynga Inc.
us_ca;C2509877;us_de;2271499;Molina Healthcare Inc.
us_ca;C2166219;us_ca;2270390;Shutterfly Inc.
us_nc;0426823;us_de;2270307;Sonic Automotive Inc.
us_nc;0060269;us_ny;2270263;Goodrich Corporation
us_wa;601915554;us_de;2266122;Concur Technologies
us_ny;105083;us_de;2265413;Scholastic Corporation
us_ca;C1670423;us_de;2265385;Limoneira Company
us_ky;0670458;us_de;2264115;PharMerica Corporation
us_md;F04488979;us_de;2264090;Radio One Inc.
us_mo;F00482654;us_de;2262989;Build-A-Bear Workshop
us_ar;100096610;us_de;2262962;ArcBest Corporation
us_ne;10101361;us_ia;2262146;Green Plains Inc.
us_tx;0801170932;us_mn;857703;Speed
us_mo;F001323421;us_de;864587;Belden, Inc.
us_ca;C1825046;us_de;866232;Gymboree Corporation
us_wi;1M03069;us_wi;51385;Modine Manufacturing Company
us_ca;C1890892;us_de;870376;International Rectifier Corporation
us_ma;341818596;us_de;867826;Axcelis Technologies, Inc.
us_ga;H854029;us_de;869110;Exide Technologies, Inc.
us_ny;3228377;us_de;776749;G-III Apparel Group, LTD.
us_ca;C1862182;us_de;870338;Integrated Silicon Solution, Inc.
us_oh;CP3376;us_oh;870911;Lincoln Electric Holdings, Inc.
us_ca;C2222834;us_de;872246;OmniVision Technologies, Inc.
us_ca;C2477304;us_de;776692;ResMed Inc.
us_tx;0801563812;us_de;873926;Superior Energy Services, Inc.
us_ca;C2436132;us_de;874066;Synnex Corporation
us_md;F02323632;us_de;776791;TESSCO Technologies Incorporated
us_md;F05240486;us_de;874442;United Therapeutics Corporation
us_ca;C1604350;us_de;874480;Universal Electronics Inc.
us_ca;C2221572;us_ca;874708;Vocera Communications, Inc.
us_ca;C3807832;us_de;55316;Solid Gold
us_ca;C3300266;us_ca;51600;Andalou Naturals
us_ca;200831910228;us_ca;51654;Apriori Beauty
us_pa;657959;us_pa;51530;Aloette Cosmetics
us_ct;0881183;us_de;55952;Blue Buffalo
us_ca;C2048100;us_de;2264071;WD-40 Company
us_ny;4528220;us_de;2262129;HC2 Holdings
us_ny;3885740;us_de;2266042;AOL Inc.
us_tx;0007718406;us_de;2274962;BMC Software Inc.
us_ma;043512883;us_de;2265386;Virtusa Corporation
us_md;D07944820;us_md;2271571;DiamondRock Hospitality Company
us_ma;000632781;us_ma;48150;Covidien
us_ri;000042701;us_de;872018;Nortek, Inc.
us_ny;1644066;us_de;55941;Revlon
us_ks;2249860;us_de;48247;Flint Hills Resources
us_ma;541843973;us_ma;2647741;Navient Corporation
us_tx;0800871992;us_de;2271560;Plains GP Holdings L.P.
us_ca;C2034138;us_de;867381;Align Technology, Inc.
us_ca;C2070444;us_ca;2241806;American States Water Company
us_ri;000078291;us_ri;2647720;Amica Mutual Insurance Company
us_ma;042977748;us_de;867750;Avid Technology Inc.
us_ca;C1603477;us_de;868018;CalAmp Corporation
us_mo;F00503332;us_de;2274166;Centene Corporation
us_va;F1331067;us_va;868521;Colfax Corporation
us_ny;859702;us_de;2274167;Community Bank System Inc.
us_ca;C4027906;us_de;868713;Demand Media Inc.
us_ca;C1630523;us_de;864696;Echelon Corporation
us_ca;C0910956;us_ca;868930;Emulex Corporation
us_tx;0801857347;us_de;2647258;EP Energy Corporation
us_ca;C2159326;us_de;869174;Extreme Networks, Inc.
us_va;01294941;us_va;2241822;Franklin Financial Corporation
us_va;F1474800;us_md;2647721;Gladstone Capital Corporation
us_ny;1865947;us_de;869603;Griffon Corporation
us_tx;0012803006;us_de;2274219;HCC Insurance Holdings Inc.
us_ca;C2332209;us_de;870110;Infinera Corporation
us_ma;000722467;us_de;870266;Insulet Corporation
us_tx;0003720906;us_nv;870771;Kirby Corporation
us_ma;042741391;us_ma;871193;Mercury Systems, Inc.
us_ca;C0404898;us_de;871305;Microsemi Corporation
us_tn;000291205;us_de;871572;Mueller Industries, Inc.
us_nj;0100786250;us_nj;2274216;New Jersey Resources Corporation
us_ca;C0178869;us_nv;871904;Newport Corporation
us_ca;C2351901;us_de;872462;PDF Solutions, Inc.
us_pa;270300;us_pa;2647753;Penn Mutual Life Insurance Company
us_ca;C3748007;us_de;2274178;Performant Financial Corporation
us_ca;C1518730;us_de;872576;Polycom, Inc.
us_ca;C2033289;us_ca;872690;Power Integrations, Inc.
us_co;20101293348;us_de;2270370;QEP Resources Inc.
us_ca;C1850922;us_de;872728;QLogic Corporation
us_ca;C1591679;us_de;872804;Quidel Corporation
us_wi;R047081;us_de;872953;Rexnord Corporation
us_ca;C2472788;us_de;873029;Ruckus Wireless, Inc.
us_tx;0800960860;us_tx;873167;Rush Enterprises, Inc.
us_fl;F13000001508;us_de;873303;SeaWorld Entertainment
us_tx;0119748200;us_de;873557;Silicon Laboratories, Inc.
us_md;D02235422;us_md;2264112;Sinclair Broadcast Group Inc.
us_co;20011169792;us_de;873709;Spectranetics Corporation
us_ca;C2677472;us_md;2647786;Sunstone Hotel Investors Inc
us_fl;P97000046412;us_fl;873964;Superior Uniform Group
us_ca;C3266181;us_de;874143;TearLab Corporation
us_fl;F15141;us_fl;829131;Teco Energy
us_ca;200616810003;us_ca;874289;Thoratec Corporation
us_ny;1900189;us_ny;2266088;Tompkins Financial Corporation
us_oh;1674145;us_oh;2266074;TravelCenters of America LLC
us_pa;2877267;us_pa;874746;WESCO International, Inc.
us_ca;200826010043;us_ca;1369184;Myspace
us_ny;694443;us_de;870732;Kate Spade & Company
us_ca;C2012840;us_md;2270309;Realty Income Corporation
us_ny;3174674;us_md;2647235;Ares Capital Corporation
us_me;19841530D;us_me;2266109;Camden National Corporation
us_mn;b80a6bf2-aad4-e011-a886-001ec94ffe7f;us_mn;2262981;Capella Education Company
us_md;F05050000;us_de;2274191;Centrus Energy Corporation
us_tx;0800092910;us_tx;2647247;Cinemark Holdings Inc.
us_ca;C2204264;us_de;2262974;Cornerstone OnDemand Inc.
us_ca;C0502262;us_ca;2265402;Electro Rent Corporation
us_ca;C2320424;us_de;2271493;Encore Capital Group Inc.
us_ca;C3265907;us_ca;2647264;Financial Engines Inc
us_ca;C3064516;us_ca;2274158;Fitbit Inc.
us_pa;734694;us_pa;2274186;Fulton Financial Corporation
us_ca;C3051030;us_de;2265391;Halozyme Therapeutics Inc.
us_tx;0801332217;us_de;2265393;Howard Hughes Corporation
us_ma;043404176;us_de;2266093;Ironwood Pharmaceuticals Inc.
us_ca;C1991841;us_md;2241787;Kilroy Realty Corporation
us_dc;EXTUID_2667314;us_de;2270358;Liquidity Services Inc.
us_va;02465177;us_de;2274177;Lumos Networks Corporation
us_ny;1172068;us_ct;2265380;MBIA Inc.
us_ca;C0408367;us_ca;2271522;Mercury General Corporation
us_az;F00414036;us_md;2274213;Meritage Homes Corporation
us_ny;68291;us_nj;2274212;National Fuel Gas Company
us_ca;C1970205;us_ca;2271529;Neurocrine Biosciences Inc.
us_fl;S75556;us_fl;2266073;Ocwen Financial Corporation
us_nj;0450161943;us_nj;2647748;Orexigen Therapeutics Inc
us_md;D13493317;us_de;2647750;Osiris Therapeutics Inc
us_ca;C2553869;us_de;2274210;Portola Pharmaceuticals Inc.
us_tx;0801038240;us_de;2265378;Primoris Services Corporation
us_tx;0068429700;us_tx;2265415;Prosperity Bancshares Inc.
us_tx;0013193706;us_tx;2270361;Rackspace Hosting Inc.
us_ny;4411817;us_de;2275023;RCS Capital Corporation
us_ca;C3256611;us_de;872842;RealD Inc.
us_fl;P93000047823;us_fl;2241832;Regency Centers Corporation
us_ca;C3210921;us_de;2274155;Regulus Therapeutics Inc.
us_ca;C2159297;us_de;2270371;Resources Connection Inc.
us_ca;C1975394;us_de;2271576;Rigel Pharmaceuticals Inc.
us_ca;C2472583;us_ca;2647776;Riverbed Technology Inc
us_md;D03362647;us_md;2266070;Sandy Spring Bancorp Inc.
us_ca;C1965794;us_de;2262058;Sangamo BioSciences Inc.
us_pa;313011;us_pa;2271514;SEI Investments Company
us_md;F04754032;us_md;2647784;Sucampo Pharmaceuticals Inc
us_mn;d270439e-a0d4-e011-a886-001ec94ffe7f;us_de;2265439;TCF Financial Corporation
us_ca;C3455846;us_de;2647788;TCP Capital Corporation
us_tn;000539253;us_de;2264098;Team Health Holdings Inc.
us_ca;C3289003;us_md;2274180;Terreno Realty Corporation
us_pa;2001714;us_de;2265425;TMS International Corporation
us_ca;C0308111;us_ma;2262061;Tutor Perini Corporation
us_tx;0802007204;us_tx;2265431;Ultra Petroleum Corporation
us_va;03854155;us_va;2264097;Union Bankshares Corporation
us_ca;C3049974;us_de;1368168;Dropbox
us_nj;0100658277;us_de;2271508;IDT Corporation
us_md;Z12374930;us_de;2647814;SunEdison Inc
us_va;03777224;us_va;2271525;James River Coal Company
us_vt;0058449;us_de;2266082;Merchants Bancshares Inc.
us_nv;C88-1957;us_ca;2264111;Southwest Gas Corporation
us_az;F19238518;us_az;2270385;Swift Transportation Company
us_md;F10214799;us_md;2647800;Vanda Pharmaceuticals Inc
us_tx;0802249062;us_tx;2262973;Container Store
us_md;D02388122;us_md;2265422;TeleCommunication Systems Inc.
us_va;07038847;us_va;2241817;Valley Financial Corporation
us_ca;C0645328;us_ca;2265398;Westamerica Bancorporation
us_ca;C2929967;us_md;2271552;Douglas Emmett Inc.
us_ca;C1609644;us_de;2241655;Tetra Tech Inc.
us_ga;15118529;us_de;2264089;ARRIS Group
us_md;F13160114;us_md;2647756;PharmAthene Inc
us_ca;C3581784;us_ca;2647766;Procera Networks Inc
us_ma;043397504;us_ma;2647738;Medivation Inc
us_fl;F11000001182;us_fl;2647259;EverBank Financial Corp
us_la;34538929F;us_tx;2274217;Amerisafe Inc.
us_tx;0801342149;us_de;2274221;Waste Connections Inc.
us_ca;C3114416;us_de;2274224;William Lyon Homes
us_ca;C1887272;us_md;2274225;Redwood Trust Inc.
us_tx;0002278806;us_de;2274159;Darling Ingredients Inc.
us_ca;C1197339;us_de;2274172;Fair Isaac Corporation
us_wa;603505848;us_de;2274175;Dendreon Corporation
us_ca;C2629620;us_de;2274182;Energy Recovery Inc.
us_ca;C2111361;us_de;2274149;Nektar Therapeutics
us_ca;C2175932;us_de;2271557;Immersion Corporation
us_ca;C2236567;us_de;2271565;Model N Inc.
us_ca;C2183958;us_de;2271566;Impax Laboratories Inc.
us_la;34433435F;us_de;2271573;Stone Energy Corporation
us_fl;P96000010098;us_fl;2271519;PetMed Express Inc.
us_ok;2312130213;us_de;2271520;SandRidge Energy Inc.
us_tx;0801053628;us_de;2271527;Willbros Group Inc.
us_ca;C2369952;us_de;2271531;MannKind Corporation
us_va;F1819285;us_nv;2271501;Lightbridge Corporation
us_va;F1396250;us_va;2271510;Intersections Inc.
us_ca;C1712815;us_md;2271470;LTC PROPERTIES INC.
us_fl;P94000029737;us_fl;2271437;Quality Distribution Inc.
us_tx;0800431799;us_va;2270413;Penn Virginia Corporation
us_dc;EXTUID_4102014;us_de;2270401;CoStar Group Inc.
us_ca;C3261484;us_de;2270403;Ellie Mae Inc.
us_md;D13941414;us_md;2270406;RLJ Lodging Trust
us_nj;0100864137;us_md;2270377;PHH Corporation
us_va;F1375304;us_de;2270346;Trex Company Inc.
us_ok;2312252766;us_de;2270348;Semgroup Corporation
us_az;N20074145;us_de;2270360;GoDaddy
us_ca;C3357506;us_de;2270343;Pandora Media Inc.
us_ca;C1441472;us_de;2266129;HomeFed Corporation
us_ny;1042067;us_de;2266133;Inter Parfums Inc
us_co;19871042559;us_de;2266134;SM Energy Company
us_md;D03085065;us_md;2266136;Severn Bancorp Inc.
us_ar;811045732;us_de;2266105;EarthLink Inc.
us_tx;0800129603;us_tx;2266106;Atwood Oceanics Inc.
us_ca;C1523714;us_de;2266107;On Assignment Inc.
us_ca;C2326294;us_de;2266112;Green Dot Corporation
us_dc;EXTUID_2667037;us_va;2266118;WGL Holdings Inc.
us_pa;2927105;us_pa;2266078;iGATE Corporation
us_al;884-646;us_de;2266086;Healthsouth Corporation
us_ut;1190599-0143;us_de;2265442;Myriad Genetics Inc.
us_ca;C3051555;us_de;2265434;United Online Inc.
us_ca;C3155405;us_de;2265441;RPX Corporation
us_ny;3971432;us_de;2265399;WebMD Health Corporation
us_tx;0800399590;us_tx;2265376;Kronos Worldwide Inc.
us_ca;C2572458;us_ca;2265379;ReachLocal Inc.
us_ca;C2628016;us_de;2265389;Intermolecular Inc.
us_ny;2313186;us_de;2265392;MSCI Inc.
us_fl;P17000051344;us_de;2264100;Vector Group
us_ca;C2218641;us_ca;2264101;TriNet Group Inc.
us_ca;C2851653;us_co;2264104;Rentech Inc.
us_ca;C2925740;us_de;2264110;SolarCity Corporation
us_ky;0462709;us_de;2264117;Kindred Healthcare Inc.
us_md;D03674330;us_md;2264085;Saul Centers Inc.
us_md;D04357141;us_md;2264086;Shore Bancshares Inc.
us_ny;1468759;us_de;2264091;Warner Music Group
us_ca;C1911113;us_de;2262960;PriceSmart Inc.
us_tn;000765122;us_tn;2262968;AmSurg Corporation
us_tx;0800768525;us_de;2262140;BNSF Railway Company
us_ma;043387530;us_de;2262136;Athenahealth Inc.
us_ny;3413497;us_de;2262068;INTL FCStone Inc.
us_ok;1912459701;us_ok;2262060;Seventy Seven Energy
us_ca;201514210411;us_de;2241811;Pharmacyclics Inc.
us_ca;C1518941;us_de;2241797;CorVel Corporation
us_fl;132442;us_fl;2241808;St. Joe Company
us_mn;1abcbbf7-b6d4-e011-a886-001ec94ffe7f;us_de;2241778;HMN Financial Inc.
us_ny;942726;us_ny;56363;Toyota Motor Corporation
us_nj;0101005391;us_nv;57625;Actavis
be;0643961818;gb;52784;Ecover
ca_qc;1144047538;ca;49494;Saputo
ca_qc;1167993998;ca_qc;2612004;Bullfrog Power
fr;439821455;fr;6446;Groupe Danone
hk;0450816;hk;37447;Lenovo Group Ltd.
