"Center for Sustainable Organizations+Gross Revenue","Abbott labs","2010","35166721000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Abbott labs","2011","23310679000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Abbott labs","2011","1656000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Abbott labs","2011","38851259000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Abbott labs","2012","11677000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Abbott labs","2012","1009000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Abbott labs","2012","21494000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Anheuser-busch","2005","8179485223.17134","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Anheuser-busch","2005","2308601.44","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Anheuser-busch","2005","14502598077.4696","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Anheuser-busch","2006","9838777468.23109","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Anheuser-busch","2006","3428360","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Anheuser-busch","2006","16720016670.5682","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Anheuser-busch","2007","11643561738.2937","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Anheuser-busch","2007","3520290","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Anheuser-busch","2007","19780621130.6309","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Anheuser-busch","2008","13171000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Anheuser-busch","2008","5140000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Anheuser-busch","2008","23507000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Anheuser-busch","2009","19560000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Anheuser-busch","2009","4550000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Anheuser-busch","2009","36758000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Anheuser-busch","2010","20146000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Anheuser-busch","2010","4350000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Anheuser-busch","2010","36297000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Anheuser-busch","2011","22412000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Anheuser-busch","2011","4330000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Anheuser-busch","2011","39046000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Anheuser-busch","2012","23311000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Anheuser-busch","2012","4040000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Anheuser-busch","2012","39758000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Astra zeneca","2005","18594000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Astra zeneca","2005","576000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Astra zeneca","2005","23950000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Astra zeneca","2006","20916000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Astra zeneca","2006","599000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Astra zeneca","2006","26475000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Astra zeneca","2007","23140000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Astra zeneca","2007","719000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Astra zeneca","2007","29559000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Astra zeneca","2008","25003000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Astra zeneca","2008","698000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Astra zeneca","2008","31601000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Astra zeneca","2009","27029000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Astra zeneca","2009","661000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Astra zeneca","2009","32804000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Astra zeneca","2010","26880000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Astra zeneca","2010","633000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Astra zeneca","2010","33269000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Astra zeneca","2011","27565000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Astra zeneca","2011","637555","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Astra zeneca","2011","33591000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Astra zeneca","2012","22580000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Astra zeneca","2012","602000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Astra zeneca","2012","27973000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Autodesk","2005","1064324000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Autodesk","2005","21983.606","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Autodesk","2005","1233767000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Autodesk","2006","1366100000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Autodesk","2006","27773.786","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Autodesk","2006","1537200000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Autodesk","2007","1623200000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Autodesk","2007","17600","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Autodesk","2007","1839800000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Autodesk","2008","1964200000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Autodesk","2008","22067","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Autodesk","2008","2171900000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Autodesk","2009","2096100000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Autodesk","2009","10170","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Autodesk","2009","2315200000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Autodesk","2010","1521900000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Autodesk","2010","8110","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Autodesk","2010","1713700000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Autodesk","2011","1755200000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Autodesk","2011","5060","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Autodesk","2011","1951800000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Autodesk","2012","1986500000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Autodesk","2012","6850","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Autodesk","2012","2215600000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Avon","2005","5015900000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Avon","2005","158497","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Avon","2005","8149600000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Avon","2006","5330000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Avon","2006","153920","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Avon","2006","8763900000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Avon","2007","5997500000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Avon","2007","118204","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Avon","2007","9938700000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Avon","2008","6741000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Avon","2008","100224","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Avon","2008","10690100000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Avon","2009","6379700000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Avon","2009","178089","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Avon","2009","10205200000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Avon","2010","6821500000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Avon","2010","178281","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Avon","2010","10862800000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Avon","2011","7143000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Avon","2011","136050","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Avon","2011","11291600000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Avon","2012","6547800000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Avon","2012","284111","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Avon","2012","10717100000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Bank of america","2005","28906000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Bank of america","2005","1124098","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Bank of america","2005","85064000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Bank of america","2006","37857000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Bank of america","2006","1380000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Bank of america","2006","116323000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Bank of america","2007","29719000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Bank of america","2007","1428623","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Bank of america","2007","119696000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Bank of america","2008","32188000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Bank of america","2008","1483431","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Bank of america","2008","113106000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Bank of america","2009","60949000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Bank of america","2009","2023621","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Bank of america","2009","153286000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Bank of america","2010","42299000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Bank of america","2010","1872212","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Bank of america","2010","135161000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Bank of america","2011","17301000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Bank of america","2011","1692414","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Bank of america","2011","115373000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Bank of america","2012","18298000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Bank of america","2012","1538496","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Bank of america","2012","100078000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Basf se","2005","16396421390.2456","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Basf se","2005","25107000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Basf se","2005","53183948572.549","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Basf se","2006","18735514922.9671","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Basf se","2006","25356001","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Basf se","2006","66098216188.277","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Basf se","2007","22003919080.1645","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Basf se","2007","27920000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Basf se","2007","79439550195.948","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Basf se","2008","23312174970.4469","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Basf se","2008","27688000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Basf se","2008","91642485289.8432","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Basf se","2009","19537534225.7133","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Basf se","2009","29299999","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Basf se","2009","70688474948.5465","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Basf se","2010","24625953149.6868","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Basf se","2010","25200001","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Basf se","2010","84734876126.1621","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Basf se","2011","27167274006.6175","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Basf se","2011","24683001","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Basf se","2011","102337816496.559","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Basf se","2012","22969593536.9491","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Basf se","2012","24687000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Basf se","2012","92748911841.6055","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Baxter intl","2005","4269000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Baxter intl","2005","759000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Baxter intl","2005","9849000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Baxter intl","2006","4813000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Baxter intl","2006","739000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Baxter intl","2006","10378000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Baxter intl","2007","5519000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Baxter intl","2007","731000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Baxter intl","2007","11263000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Baxter intl","2008","6130000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Baxter intl","2008","738000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Baxter intl","2008","12348000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Baxter intl","2009","6525000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Baxter intl","2009","751000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Baxter intl","2009","12562000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Baxter intl","2010","5958000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Baxter intl","2010","801000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Baxter intl","2010","12843000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Baxter intl","2011","7046000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Baxter intl","2011","794000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Baxter intl","2011","13893000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Baxter intl","2012","7301000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Baxter intl","2012","790000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Baxter intl","2012","14190000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Bayer","2005","14045970289.6838","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Bayer","2005","8150000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Bayer","2005","30733414131.055","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Bayer","2006","17188649539.3781","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Bayer","2006","9410000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Bayer","2006","36379982169.5951","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Bayer","2007","21978010990.1182","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Bayer","2007","9300000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Bayer","2007","44393306674.6695","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Bayer","2008","24213832062.8114","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Bayer","2008","8660000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Bayer","2008","48418838770.7219","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Bayer","2009","22357097012.4089","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Bayer","2009","8100000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Bayer","2009","43461984636.8591","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Bayer","2010","23859169713.7918","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Bayer","2010","8500000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Bayer","2010","46548265049.6262","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Bayer","2011","25833347068.0526","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Bayer","2011","8150000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Bayer","2011","50861882267.1172","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Bayer","2012","26618908123.405","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Bayer","2012","8360000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Bayer","2012","51126408723.568","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Bayerische motoren","2005","13268334411.302","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Bayerische motoren","2005","1304971","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Bayerische motoren","2005","58050207266.8516","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Bayerische motoren","2006","14265033759.9663","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Bayerische motoren","2006","1280639","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Bayerische motoren","2006","61561774634.894","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Bayerische motoren","2007","16704549487.0317","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Bayerische motoren","2007","1298863","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Bayerische motoren","2007","76789385619.9363","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Bayerische motoren","2008","13052699898.2741","http://demo.wikirate.org/Page_000006460"
