3325691,Global Reporting Initiative+Environmental non-monetary sanctions (G4-EN29-a),AngloGold Ashanti,2017,1
3325746,Global Reporting Initiative+Total energy consumption within the organization (G4-EN3-e),AngloGold Ashanti,2017,29
3325758,Global Reporting Initiative+Fuel consumption from non-renewable sources (G4-EN3-a),AngloGold Ashanti,2017,Unknown
3325848,Global Reporting Initiative+Total water withdrawals (G4-EN8-a),AngloGold Ashanti,2017,50715788
3325859,Global Reporting Initiative+Waste Water Used (G4-EN8-a),AngloGold Ashanti,2017,16731000
3325879,Global Reporting Initiative+Municipal water withdrawals (G4-EN8-a),AngloGold Ashanti,2017,Unknown
3325884,Global Reporting Initiative+Ground Water Withdrawals (G4-EN8-a),AngloGold Ashanti,2017,18252000
3325889,Global Reporting Initiative+Surface Water Withdrawals (G4-EN8-a),AngloGold Ashanti,2017,15717000
3325899,Global Reporting Initiative+Water Volume Recycled (G4-EN10-a),AngloGold Ashanti,2017,260285807
3325909,Global Reporting Initiative+Water Recycled (%) (G4-EN10-b),AngloGold Ashanti,2017,75
3325914,Global Reporting Initiative+Employees (G4-10-a),AngloGold Ashanti,2017,52649
3325919,Global Reporting Initiative+Female employees (G4-10-a),AngloGold Ashanti,2017,Unknown
3325929,Global Reporting Initiative+Male employees (G4-10-a),AngloGold Ashanti,2017,Unknown
3325939,Global Reporting Initiative+Full-time employees (G4-10-b),AngloGold Ashanti,2017,Unknown
3325950,Global Reporting Initiative+Permanent employees (G4-10-a),AngloGold Ashanti,2017,38377
3325955,Global Reporting Initiative+Temporary employees (G4-10-a),AngloGold Ashanti,2017,14272
3325965,Global Reporting Initiative+Collective bargaining (G4-11),AngloGold Ashanti,2017,Unknown
3325970,Global Reporting Initiative+Incidents of discrimination (G4-HR3-a),AngloGold Ashanti,2017,Unknown
3325981,Global Reporting Initiative+Worker fatalities (G4-LA6-a),AngloGold Ashanti,2017,7
3325986,Global Reporting Initiative+Male worker fatalities (G4-LA6-a),AngloGold Ashanti,2017,Unknown
3325990,Global Reporting Initiative+Female worker fatalities (G4-LA6-a),AngloGold Ashanti,2017,Unknown
3325999,Global Reporting Initiative+Injury rates (G4-LA6-a),AngloGold Ashanti,2017,7.71
3326004,Global Reporting Initiative+Male injury rate (G4-LA6-a),AngloGold Ashanti,2017,Unknown
3326008,Global Reporting Initiative+Female injury rate (G4-LA6-a),AngloGold Ashanti,2017,Unknown
3326017,Global Reporting Initiative+Average hours of training (G4-LA9-a),AngloGold Ashanti,2017,Unknown
3326026,Global Reporting Initiative+Average hours of training (male) (G4-LA9-a),AngloGold Ashanti,2017,Unknown
3326030,Global Reporting Initiative+Average hours of training (female) (G4-LA9-a),AngloGold Ashanti,2017,Unknown
3335125,Poverty Footprint+Fair Trade Mechanism,AngloGold Ashanti,2017,Yes
3335297,Poverty Footprint+Women in Management Positions,AngloGold Ashanti,2017,27
3335314,Poverty Footprint+Women in Skilled Positions,AngloGold Ashanti,2017,Unknown
3335330,Poverty Footprint+Women in Unskilled Positions,AngloGold Ashanti,2017,Unknown
3335334,Global Reporting Initiative+Employees Entitled to Parental Leave (G4-LA3-a),AngloGold Ashanti,2017,Unknown
3335345,Global Reporting Initiative+Male Employees Entitled to Parental Leave (G4-LA3-a),AngloGold Ashanti,2017,Unknown
3335349,Global Reporting Initiative+Female Employees Entitled to Parental Leave (G4-LA3-a),AngloGold Ashanti,2017,Unknown
3335369,Global Reporting Initiative+Employees that Took Parental Leave (G4-LA3-b),AngloGold Ashanti,2017,Unknown
3335380,Global Reporting Initiative+Male Employees that Took Parental Leave (G4-LA3-b),AngloGold Ashanti,2017,Unknown
3335384,Global Reporting Initiative+Female Employees that Took Parental Leave (G4-LA3-b),AngloGold Ashanti,2017,Unknown
3335393,Global Reporting Initiative+Employees Returned after Parental Leave (G4-LA3-c),AngloGold Ashanti,2017,Unknown
3335404,Global Reporting Initiative+Male Employees Returned after Parental Leave (G4-LA3-c),AngloGold Ashanti,2017,Unknown
3335420,Global Reporting Initiative+Female Employees Returned after Parental Leave (G4-LA3-c),AngloGold Ashanti,2017,Unknown
3335556,Global Reporting Initiative+Human rights impacts grievances filed (G4-HR12-a),AngloGold Ashanti,2017,Unknown
3424907,Global Reporting Initiative+Environmental Protection Expenditures (G4-EN31-a),AngloGold Ashanti,2017,Unknown
3424911,Global Reporting Initiative+Rainwater collected directly and stored (G4-EN8-a),AngloGold Ashanti,2017,Unknown
3325163,Global Reporting Initiative+Sulfur Oxide (SOx) emissions (G4-EN21-a),Atlas Copco,2017,Unknown
3325222,Global Reporting Initiative+Persistent Organic Pollutants (POP) (G4-EN21-a),Atlas Copco,2017,Unknown
3325309,Global Reporting Initiative+NOx emissions (G4-EN21-a),Atlas Copco,2017,Unknown
3325373,Global Reporting Initiative+Hazardous Air Pollutant (HAP) emissions (G4-EN21-a),Atlas Copco,2017,Unknown
3325416,Global Reporting Initiative+Particulate Matter (PM) emissions (G4-EN21-a),Atlas Copco,2017,Unknown
3325496,Global Reporting Initiative+Total Waste Generated (G4-EN23-a),Atlas Copco,2017,Unknown
3325534,Global Reporting Initiative+Non-hazardous waste (G4-EN23-a),Atlas Copco,2017,Unknown
3325557,Global Reporting Initiative+Hazardous Waste Created (G4-EN23-a),Atlas Copco,2017,Unknown
3325602,Global Reporting Initiative+Total Waste Recycled (G4-EN23-a),Atlas Copco,2017,0.012
3325627,Global Reporting Initiative+Non-Hazardous Waste Recycled (G4-EN23-a),Atlas Copco,2017,Unknown
3325637,Global Reporting Initiative+Hazardous waste recycled (G4-EN23-a),Atlas Copco,2017,Unknown
3325652,Global Reporting Initiative+Total Waste to Landfill (G4-EN23-a),Atlas Copco,2017,Unknown
3325762,Global Reporting Initiative+Environmental fines (G4-EN29-a),Atlas Copco,2017,0
3325767,Global Reporting Initiative+Environmental non-monetary sanctions (G4-EN29-a),Atlas Copco,2017,0
3326646,Global Reporting Initiative+Environmental Protection Expenditures (G4-EN31-a),Atlas Copco,2017,Unknown
3326667,Global Reporting Initiative+Total energy consumption within the organization (G4-EN3-e),Atlas Copco,2017,454
3337650,Global Reporting Initiative+Fuel consumption from non-renewable sources (G4-EN3-a),Atlas Copco,2017,Unknown
3337670,Global Reporting Initiative+Fuel consumption from renewable sources (G4-EN3-b),Atlas Copco,2017,Unknown
3337679,Global Reporting Initiative+Total water withdrawals (G4-EN8-a),Atlas Copco,2017,296
3337716,Global Reporting Initiative+Waste Water Used (G4-EN8-a),Atlas Copco,2017,Unknown
3337720,Global Reporting Initiative+Municipal water withdrawals (G4-EN8-a),Atlas Copco,2017,Unknown
3337729,Global Reporting Initiative+Ground Water Withdrawals (G4-EN8-a),Atlas Copco,2017,Unknown
3337733,Global Reporting Initiative+Surface Water Withdrawals (G4-EN8-a),Atlas Copco,2017,Unknown
3337737,Global Reporting Initiative+Rainwater collected directly and stored (G4-EN8-a),Atlas Copco,2017,Unknown
3337741,Global Reporting Initiative+Water Volume Recycled (G4-EN10-a),Atlas Copco,2017,Unknown
3337785,Global Reporting Initiative+Water Recycled (%) (G4-EN10-b),Atlas Copco,2017,Unknown
3337802,Global Reporting Initiative+Employees (G4-10-a),Atlas Copco,2017,44695
3337817,Global Reporting Initiative+Female employees (G4-10-a),Atlas Copco,2017,9832
3337822,Global Reporting Initiative+Male employees (G4-10-a),Atlas Copco,2017,39331
3337837,Global Reporting Initiative+Full-time employees (G4-10-b),Atlas Copco,2017,Unknown
3337882,Global Reporting Initiative+Part-time employees (G4-10-b),Atlas Copco,2017,Unknown
3337891,Global Reporting Initiative+Permanent employees (G4-10-a),Atlas Copco,2017,Unknown
3337895,Global Reporting Initiative+Temporary employees (G4-10-a),Atlas Copco,2017,Unknown
3337912,Global Reporting Initiative+Collective bargaining (G4-11),Atlas Copco,2017,37
3337929,Global Reporting Initiative+Incidents of discrimination (G4-HR3-a),Atlas Copco,2017,4
3337964,Global Reporting Initiative+Worker fatalities (G4-LA6-a),Atlas Copco,2017,1
3337969,Global Reporting Initiative+Male worker fatalities (G4-LA6-a),Atlas Copco,2017,Unknown
3337984,Global Reporting Initiative+Female worker fatalities (G4-LA6-a),Atlas Copco,2017,Unknown
3337992,Global Reporting Initiative+Injury rates (G4-LA6-a),Atlas Copco,2017,3.5
3338002,Global Reporting Initiative+Male injury rate (G4-LA6-a),Atlas Copco,2017,Unknown
3338018,Global Reporting Initiative+Female injury rate (G4-LA6-a),Atlas Copco,2017,Unknown
3338053,Global Reporting Initiative+Average hours of training (G4-LA9-a),Atlas Copco,2017,Unknown
3338057,Global Reporting Initiative+Average hours of training (male) (G4-LA9-a),Atlas Copco,2017,Unknown
3338061,Global Reporting Initiative+Average hours of training (female) (G4-LA9-a),Atlas Copco,2017,Unknown
3338116,Poverty Footprint+Fair Trade Mechanism,Atlas Copco,2017,Yes
3338133,Poverty Footprint+Women in Management Positions,Atlas Copco,2017,17.5
3338138,Poverty Footprint+Women in Skilled Positions,Atlas Copco,2017,Unknown
3338147,Poverty Footprint+Women in Unskilled Positions,Atlas Copco,2017,Unknown
3338161,Global Reporting Initiative+Employees Entitled to Parental Leave (G4-LA3-a),Atlas Copco,2017,Unknown
3338170,Global Reporting Initiative+Male Employees Entitled to Parental Leave (G4-LA3-a),Atlas Copco,2017,Unknown
3338185,Global Reporting Initiative+Female Employees Entitled to Parental Leave (G4-LA3-a),Atlas Copco,2017,Unknown
3338217,Global Reporting Initiative+Employees that Took Parental Leave (G4-LA3-b),Atlas Copco,2017,Unknown
3338245,Global Reporting Initiative+Male Employees that Took Parental Leave (G4-LA3-b),Atlas Copco,2017,Unknown
3338255,Global Reporting Initiative+Female Employees that Took Parental Leave (G4-LA3-b),Atlas Copco,2017,Unknown
3338264,Global Reporting Initiative+Employees Returned after Parental Leave (G4-LA3-c),Atlas Copco,2017,Unknown
3338268,Global Reporting Initiative+Male Employees Returned after Parental Leave (G4-LA3-c),Atlas Copco,2017,Unknown
3338272,Global Reporting Initiative+Female Employees Returned after Parental Leave (G4-LA3-c),Atlas Copco,2017,Unknown
3338500,Global Reporting Initiative+Human rights impacts grievances filed (G4-HR12-a),Atlas Copco,2017,Unknown
3388557,Global Reporting Initiative+Municipal water withdrawals (G4-EN8-a),Banca Intesa Beograd,2017,Unknown
3388595,Global Reporting Initiative+Female Employees Entitled to Parental Leave (G4-LA3-a),Banca Intesa Beograd,2017,2140
3388605,Global Reporting Initiative+Employees that Took Parental Leave (G4-LA3-b),Banca Intesa Beograd,2017,148
3388611,Global Reporting Initiative+Male Employees that Took Parental Leave (G4-LA3-b),Banca Intesa Beograd,2017,Unknown
3388624,Global Reporting Initiative+Female Employees that Took Parental Leave (G4-LA3-b),Banca Intesa Beograd,2017,Unknown
3388643,Global Reporting Initiative+Employees Returned after Parental Leave (G4-LA3-c),Banca Intesa Beograd,2017,146
3388657,Global Reporting Initiative+Male Employees Returned after Parental Leave (G4-LA3-c),Banca Intesa Beograd,2017,Unknown
3388666,Global Reporting Initiative+Female Employees Returned after Parental Leave (G4-LA3-c),Banca Intesa Beograd,2017,Unknown
3388745,Global Reporting Initiative+Human rights impacts grievances filed (G4-HR12-a),Banca Intesa Beograd,2017,Unknown
3331763,Global Reporting Initiative+Direct greenhouse gas (GHG) emissions (Scope 1) (G4-EN15-a),Brisa Bridgestone,2017,127110
3383499,Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 2) (G4-EN16-a),Brisa Bridgestone,2017,29
3383798,Global Reporting Initiative+Direct Economic Value Generated (G4-EC1-a),Brisa Bridgestone,2017,3337
3383894,Global Reporting Initiative+Volatile Organic Compounds (VOC) emissions (G4-EN21-a),Brisa Bridgestone,2017,0
3390347,Global Reporting Initiative+Sulfur Oxide (SOx) emissions (G4-EN21-a),Brisa Bridgestone,2017,Unknown
3390430,Global Reporting Initiative+Persistent Organic Pollutants (POP) (G4-EN21-a),Brisa Bridgestone,2017,Unknown
3390454,Global Reporting Initiative+NOx emissions (G4-EN21-a),Brisa Bridgestone,2017,Unknown
3396821,Global Reporting Initiative+Total Waste Generated (G4-EN23-a),Brisa Bridgestone,2017,298
3396826,Global Reporting Initiative+Non-hazardous waste (G4-EN23-a),Brisa Bridgestone,2017,269
3397235,Global Reporting Initiative+Hazardous Waste Created (G4-EN23-a),Brisa Bridgestone,2017,627
3397240,Global Reporting Initiative+Total Waste Recycled (G4-EN23-a),Brisa Bridgestone,2017,269
3397245,Global Reporting Initiative+Total Waste to Landfill (G4-EN23-a),Brisa Bridgestone,2017,29
3397250,Global Reporting Initiative+Environmental fines (G4-EN29-a),Brisa Bridgestone,2017,0
3397255,Global Reporting Initiative+Environmental non-monetary sanctions (G4-EN29-a),Brisa Bridgestone,2017,0
3397313,Global Reporting Initiative+Environmental Protection Expenditures (G4-EN31-a),Brisa Bridgestone,2017,Unknown
3397317,Global Reporting Initiative+Total energy consumption within the organization (G4-EN3-e),Brisa Bridgestone,2017,382
3397322,Global Reporting Initiative+Fuel consumption from non-renewable sources (G4-EN3-a),Brisa Bridgestone,2017,Unknown
3397326,Global Reporting Initiative+Fuel consumption from renewable sources (G4-EN3-b),Brisa Bridgestone,2017,Unknown
3397330,Global Reporting Initiative+Waste Water Used (G4-EN8-a),Brisa Bridgestone,2017,Unknown
3397334,Global Reporting Initiative+Municipal water withdrawals (G4-EN8-a),Brisa Bridgestone,2017,21397
3397338,Global Reporting Initiative+Ground Water Withdrawals (G4-EN8-a),Brisa Bridgestone,2017,490120
3397342,Global Reporting Initiative+Employees (G4-10-a),Brisa Bridgestone,2017,143616
3397347,Global Reporting Initiative+Female employees (G4-10-a),Brisa Bridgestone,2017,Unknown
3397351,Global Reporting Initiative+Male employees (G4-10-a),Brisa Bridgestone,2017,Unknown
3410704,Global Reporting Initiative+Part-time employees (G4-10-b),Brisa Bridgestone,2017,0
3410734,Global Reporting Initiative+Collective bargaining (G4-11),Brisa Bridgestone,2017,77
3410741,Global Reporting Initiative+Incidents of discrimination (G4-HR3-a),Brisa Bridgestone,2017,0
3410747,Global Reporting Initiative+Worker fatalities (G4-LA6-a),Brisa Bridgestone,2017,0
3410752,Global Reporting Initiative+Male worker fatalities (G4-LA6-a),Brisa Bridgestone,2017,0
3410758,Global Reporting Initiative+Female worker fatalities (G4-LA6-a),Brisa Bridgestone,2017,0
3410793,Global Reporting Initiative+Male injury rate (G4-LA6-a),Brisa Bridgestone,2017,0.37
3410798,Global Reporting Initiative+Female injury rate (G4-LA6-a),Brisa Bridgestone,2017,0
3410804,Global Reporting Initiative+Average hours of training (G4-LA9-a),Brisa Bridgestone,2017,400
3410809,Global Reporting Initiative+Average hours of training (male) (G4-LA9-a),Brisa Bridgestone,2017,Unknown
3410813,Global Reporting Initiative+Average hours of training (female) (G4-LA9-a),Brisa Bridgestone,2017,Unknown
3410830,Poverty Footprint+Fair Trade Mechanism,Brisa Bridgestone,2017,Unknown
3410835,Poverty Footprint+Women in Management Positions,Brisa Bridgestone,2017,11.8
3410842,Poverty Footprint+Women in Skilled Positions,Brisa Bridgestone,2017,Unknown
3410846,Poverty Footprint+Women in Unskilled Positions,Brisa Bridgestone,2017,0
3410850,Global Reporting Initiative+Employees Entitled to Parental Leave (G4-LA3-a),Brisa Bridgestone,2017,Unknown
3410854,Global Reporting Initiative+Male Employees Entitled to Parental Leave (G4-LA3-a),Brisa Bridgestone,2017,Unknown
3410859,Global Reporting Initiative+Female Employees Entitled to Parental Leave (G4-LA3-a),Brisa Bridgestone,2017,Unknown
3410869,Global Reporting Initiative+Employees that Took Parental Leave (G4-LA3-b),Brisa Bridgestone,2017,Unknown
3410882,Global Reporting Initiative+Male Employees that Took Parental Leave (G4-LA3-b),Brisa Bridgestone,2017,208
3410886,Global Reporting Initiative+Female Employees that Took Parental Leave (G4-LA3-b),Brisa Bridgestone,2017,11
3410898,Global Reporting Initiative+Employees Returned after Parental Leave (G4-LA3-c),Brisa Bridgestone,2017,Unknown
3410903,Global Reporting Initiative+Male Employees Returned after Parental Leave (G4-LA3-c),Brisa Bridgestone,2017,Unknown
3410908,Global Reporting Initiative+Female Employees Returned after Parental Leave (G4-LA3-c),Brisa Bridgestone,2017,Unknown
3410918,Global Reporting Initiative+Human rights impacts grievances filed (G4-HR12-a),Brisa Bridgestone,2017,Unknown
3359201,Global Reporting Initiative+Non-hazardous waste (G4-EN23-a),Bumitama Agri,2017,Unknown
3359205,Global Reporting Initiative+Hazardous Waste Created (G4-EN23-a),Bumitama Agri,2017,Unknown
3359209,Global Reporting Initiative+Total Waste Recycled (G4-EN23-a),Bumitama Agri,2017,Unknown
3359223,Global Reporting Initiative+Non-Hazardous Waste Recycled (G4-EN23-a),Bumitama Agri,2017,Unknown
3359227,Global Reporting Initiative+Hazardous waste recycled (G4-EN23-a),Bumitama Agri,2017,Unknown
3359345,Global Reporting Initiative+Waste Water Used (G4-EN8-a),Bumitama Agri,2017,Unknown
3359349,Global Reporting Initiative+Municipal water withdrawals (G4-EN8-a),Bumitama Agri,2017,Unknown
3359354,Global Reporting Initiative+Ground Water Withdrawals (G4-EN8-a),Bumitama Agri,2017,Unknown
3359358,Global Reporting Initiative+Surface Water Withdrawals (G4-EN8-a),Bumitama Agri,2017,Unknown
3359362,Global Reporting Initiative+Rainwater collected directly and stored (G4-EN8-a),Bumitama Agri,2017,Unknown
3359368,Global Reporting Initiative+Water Volume Recycled (G4-EN10-a),Bumitama Agri,2017,Unknown
3359373,Global Reporting Initiative+Water Recycled (%) (G4-EN10-b),Bumitama Agri,2017,Unknown
3359378,Global Reporting Initiative+Employees (G4-10-a),Bumitama Agri,2017,27168
3359388,Global Reporting Initiative+Female employees (G4-10-a),Bumitama Agri,2017,7417
3359399,Global Reporting Initiative+Male employees (G4-10-a),Bumitama Agri,2017,19642.5
3359406,Global Reporting Initiative+Full-time employees (G4-10-b),Bumitama Agri,2017,4646
3359412,Global Reporting Initiative+Part-time employees (G4-10-b),Bumitama Agri,2017,13415
3359418,Global Reporting Initiative+Permanent employees (G4-10-a),Bumitama Agri,2017,18061
3359425,Global Reporting Initiative+Temporary employees (G4-10-a),Bumitama Agri,2017,7984
3359448,Global Reporting Initiative+Collective bargaining (G4-11),Bumitama Agri,2017,Unknown
3359477,Global Reporting Initiative+Incidents of discrimination (G4-HR3-a),Bumitama Agri,2017,Unknown
3359483,Global Reporting Initiative+Worker fatalities (G4-LA6-a),Bumitama Agri,2017,2
3359489,Global Reporting Initiative+Male worker fatalities (G4-LA6-a),Bumitama Agri,2017,Unknown
3359495,Global Reporting Initiative+Female worker fatalities (G4-LA6-a),Bumitama Agri,2017,Unknown
3359501,Global Reporting Initiative+Injury rates (G4-LA6-a),Bumitama Agri,2017,Unknown
3359507,Global Reporting Initiative+Male injury rate (G4-LA6-a),Bumitama Agri,2017,Unknown
3359512,Global Reporting Initiative+Female injury rate (G4-LA6-a),Bumitama Agri,2017,Unknown
3359589,Global Reporting Initiative+Average hours of training (G4-LA9-a),Bumitama Agri,2017,Unknown
3359595,Global Reporting Initiative+Average hours of training (male) (G4-LA9-a),Bumitama Agri,2017,Unknown
3359600,Poverty Footprint+Fair Trade Mechanism,Bumitama Agri,2017,yes they have Plasma Schemes
3359606,Poverty Footprint+Women in Management Positions,Bumitama Agri,2017,4.8
3359614,Poverty Footprint+Women in Skilled Positions,Bumitama Agri,2017,12.1
3359634,Poverty Footprint+Women in Unskilled Positions,Bumitama Agri,2017,10.4
3359640,Global Reporting Initiative+Employees Entitled to Parental Leave (G4-LA3-a),Bumitama Agri,2017,Unknown
3359646,Global Reporting Initiative+Female Employees Entitled to Parental Leave (G4-LA3-a),Bumitama Agri,2017,Unknown
3359651,Global Reporting Initiative+Employees that Took Parental Leave (G4-LA3-b),Bumitama Agri,2017,Unknown
3359656,Global Reporting Initiative+Male Employees that Took Parental Leave (G4-LA3-b),Bumitama Agri,2017,Unknown
3359661,Global Reporting Initiative+Female Employees that Took Parental Leave (G4-LA3-b),Bumitama Agri,2017,Unknown
3359732,Global Reporting Initiative+Average hours of training (female) (G4-LA9-a),Bumitama Agri,2017,Unknown
3334822,Global Reporting Initiative+Indirect greenhouse gas (GHG) emissions (Scope 3) (G4-EN17-a),Caesars Entertainment,2017,31901
3334847,Global Reporting Initiative+Direct Economic Value Generated (G4-EC1-a),Caesars Entertainment,2017,9515000000
3334866,Global Reporting Initiative+Volatile Organic Compounds (VOC) emissions (G4-EN21-a),Caesars Entertainment,2017,Unknown
3334887,Global Reporting Initiative+Sulfur Oxide (SOx) emissions (G4-EN21-a),Caesars Entertainment,2017,Unknown
3334903,Global Reporting Initiative+Persistent Organic Pollutants (POP) (G4-EN21-a),Caesars Entertainment,2017,Unknown
3334919,Global Reporting Initiative+NOx emissions (G4-EN21-a),Caesars Entertainment,2017,Unknown
3334955,Global Reporting Initiative+Hazardous Air Pollutant (HAP) emissions (G4-EN21-a),Caesars Entertainment,2017,Unknown
3334984,Global Reporting Initiative+Particulate Matter (PM) emissions (G4-EN21-a),Caesars Entertainment,2017,Unknown
3335030,Global Reporting Initiative+Total Waste Generated (G4-EN23-a),Caesars Entertainment,2017,136877
3335038,Global Reporting Initiative+Non-hazardous waste (G4-EN23-a),Caesars Entertainment,2017,Unknown
3335101,Global Reporting Initiative+Non-Hazardous Waste Recycled (G4-EN23-a),Caesars Entertainment,2017,Unknown
3335130,Global Reporting Initiative+Total Waste to Landfill (G4-EN23-a),Caesars Entertainment,2017,78019
3335302,Global Reporting Initiative+Environmental fines (G4-EN29-a),Caesars Entertainment,2017,Unknown
3335308,Global Reporting Initiative+Environmental non-monetary sanctions (G4-EN29-a),Caesars Entertainment,2017,Unknown
3335324,Global Reporting Initiative+Environmental Protection Expenditures (G4-EN31-a),Caesars Entertainment,2017,Unknown
3335353,Global Reporting Initiative+Total energy consumption within the organization (G4-EN3-e),Caesars Entertainment,2017,2525
3335397,Global Reporting Initiative+Fuel consumption from non-renewable sources (G4-EN3-a),Caesars Entertainment,2017,6513543
3335442,Global Reporting Initiative+Fuel consumption from renewable sources (G4-EN3-b),Caesars Entertainment,2017,9090576
3335461,Global Reporting Initiative+Total water withdrawals (G4-EN8-a),Caesars Entertainment,2017,4270
3335468,Global Reporting Initiative+Waste Water Used (G4-EN8-a),Caesars Entertainment,2017,Unknown
3335484,Global Reporting Initiative+Municipal water withdrawals (G4-EN8-a),Caesars Entertainment,2017,Unknown
3335496,Global Reporting Initiative+Ground Water Withdrawals (G4-EN8-a),Caesars Entertainment,2017,Unknown
3335502,Global Reporting Initiative+Surface Water Withdrawals (G4-EN8-a),Caesars Entertainment,2017,Unknown
3335519,Global Reporting Initiative+Rainwater collected directly and stored (G4-EN8-a),Caesars Entertainment,2017,Unknown
3335525,Global Reporting Initiative+Water Volume Recycled (G4-EN10-a),Caesars Entertainment,2017,Unknown
3335678,Global Reporting Initiative+Water Recycled (%) (G4-EN10-b),Caesars Entertainment,2017,Unknown
3335724,Global Reporting Initiative+Employees (G4-10-a),Caesars Entertainment,2017,57673
3335751,Global Reporting Initiative+Female employees (G4-10-a),Caesars Entertainment,2017,29101
3335773,Global Reporting Initiative+Male employees (G4-10-a),Caesars Entertainment,2017,28572
3335798,Global Reporting Initiative+Full-time employees (G4-10-b),Caesars Entertainment,2017,58952
3335816,Global Reporting Initiative+Part-time employees (G4-10-b),Caesars Entertainment,2017,7415
3335823,Global Reporting Initiative+Permanent employees (G4-10-a),Caesars Entertainment,2017,58952
3335830,Global Reporting Initiative+Temporary employees (G4-10-a),Caesars Entertainment,2017,428
3335837,Global Reporting Initiative+Collective bargaining (G4-11),Caesars Entertainment,2017,Unknown
3335843,Global Reporting Initiative+Incidents of discrimination (G4-HR3-a),Caesars Entertainment,2017,0
3335850,Global Reporting Initiative+Worker fatalities (G4-LA6-a),Caesars Entertainment,2017,Unknown
3335856,Global Reporting Initiative+Male worker fatalities (G4-LA6-a),Caesars Entertainment,2017,Unknown
3335862,Global Reporting Initiative+Female worker fatalities (G4-LA6-a),Caesars Entertainment,2017,Unknown
3335903,Global Reporting Initiative+Injury rates (G4-LA6-a),Caesars Entertainment,2017,Unknown
3335922,Global Reporting Initiative+Male injury rate (G4-LA6-a),Caesars Entertainment,2017,Unknown
3335962,Global Reporting Initiative+Average hours of training (male) (G4-LA9-a),Caesars Entertainment,2017,27
3335969,Global Reporting Initiative+Average hours of training (female) (G4-LA9-a),Caesars Entertainment,2017,27
3335981,Poverty Footprint+Fair Trade Mechanism,Caesars Entertainment,2017,UK Modern Slavery Act
3335995,Poverty Footprint+Women in Management Positions,Caesars Entertainment,2017,44
3336188,Poverty Footprint+Women in Skilled Positions,Caesars Entertainment,2017,Unknown
3336241,Global Reporting Initiative+Employees Entitled to Parental Leave (G4-LA3-a),Caesars Entertainment,2017,Unknown
3336259,Global Reporting Initiative+Male Employees Entitled to Parental Leave (G4-LA3-a),Caesars Entertainment,2017,Unknown
3336268,Global Reporting Initiative+Female Employees Entitled to Parental Leave (G4-LA3-a),Caesars Entertainment,2017,Unknown
3336281,Global Reporting Initiative+Employees that Took Parental Leave (G4-LA3-b),Caesars Entertainment,2017,Unknown
3336292,Global Reporting Initiative+Male Employees that Took Parental Leave (G4-LA3-b),Caesars Entertainment,2017,Unknown
3336303,Global Reporting Initiative+Female Employees that Took Parental Leave (G4-LA3-b),Caesars Entertainment,2017,Unknown
3336315,Global Reporting Initiative+Employees Returned after Parental Leave (G4-LA3-c),Caesars Entertainment,2017,Unknown
