wikirate_id;wikirate_name;wikipedia_url
2657512;University of Missouri;https://en.wikipedia.org/wiki/University_of_Missouri
2651464;US Foods;https://en.wikipedia.org/wiki/US_Foods
2618010;REMAX Holdings Inc;https://en.wikipedia.org/wiki/REMAX
2604017;BE Aerospace;https://en.wikipedia.org/wiki/BE_Aerospace
2648725;Erie Insurance Group;https://en.wikipedia.org/wiki/Erie_Insurance_Group
2647820;Alexander & Baldwin Inc;https://en.wikipedia.org/wiki/Alexander_%26_Baldwin
2647822;Mutual of Omaha;https://en.wikipedia.org/wiki/Mutual_of_Omaha
2647823;Liberty Mutual Group;https://en.wikipedia.org/wiki/Liberty_Mutual_Group
2647826;Dynegy Inc;https://en.wikipedia.org/wiki/Dynegy_Inc
2647828;Oaktree Capital Management;https://en.wikipedia.org/wiki/Oaktree_Capital_Management
2647829;Dyncorp International;http://en.wikipedia.org/wiki/DynCorp
2647808;WCI Communities Inc;https://en.wikipedia.org/wiki/WCI_Communities
2647811;Westar Energy Inc;https://en.wikipedia.org/wiki/Westar_Energy_Inc
2647813;Xoom Corporation;https://en.wikipedia.org/wiki/Xoom_Corporation
2647814;SunEdison Inc;https://en.wikipedia.org/wiki/SunEdison_LLC
2647818;L. S. Starrett Company;https://en.wikipedia.org/wiki/L._S._Starrett_Company
2647796;United Services Automobile Association (USAA);https://en.wikipedia.org/wiki/United_Services_Automobile_Association
2647798;Univision Communications Inc;https://en.wikipedia.org/wiki/Univision_Communications_Inc.
2647802;VWR International;https://en.wikipedia.org/wiki/VWR_International
2647804;Waddell & Reed Financial Inc;https://en.wikipedia.org/wiki/Waddell_%26_Reed_Financial_Inc
2647806;Walgreens Boots Alliance Inc;https://en.wikipedia.org/wiki/Walgreens_Boots_Alliance_Inc.
2647791;Kraft Heinz Company;https://en.wikipedia.org/wiki/Kraft_Heinz_Company
2647792;Titan Machinery Inc;http://en.wikipedia.org/wiki/Titan_Machinery
2647794;True Value Company;https://en.wikipedia.org/wiki/True_Value_Company
2647772;Rent-A-Center Inc;https://en.wikipedia.org/wiki/Rent-A-Center_Inc.
2647776;Riverbed Technology Inc;http://en.wikipedia.org/wiki/Riverbed_Technology
2647778;Seaboard Corporation;https://en.wikipedia.org/wiki/Seaboard_Corporation
2647780;Shenandoah Telecommunications Company;http://en.wikipedia.org/wiki/Shentel
2647783;State Farm Mutual Automobile Insurance Company;https://en.wikipedia.org/wiki/State_Farm_Mutual_Automobile_Insurance_Company
2647784;Sucampo Pharmaceuticals Inc;http://en.wikipedia.org/wiki/Sucampo_Pharmaceuticals
2647750;Osiris Therapeutics Inc;http://en.wikipedia.org/wiki/Osiris_Therapeutics
2647752;Pacific Life Insurance Company;https://en.wikipedia.org/wiki/Pacific_Life_Insurance_Company
2647753;Penn Mutual Life Insurance Company;https://en.wikipedia.org/wiki/Penn_Mutual_Life_Insurance_Company
2647758;Phoenix Companies Inc;http://en.wikipedia.org/wiki/The_Phoenix_Companies
2647762;Pinnacle Foods Inc;https://en.wikipedia.org/wiki/Pinnacle_Foods
2647764;Piper Jaffray Companies;https://en.wikipedia.org/wiki/Piper_Jaffray
2647766;Procera Networks Inc;http://en.wikipedia.org/wiki/Procera_Networks
2647768;PS Business Parks Inc;http://en.wikipedia.org/wiki/PS_Business_Parks
2647735;Lions Gate Entertainment Corporation;https://en.wikipedia.org/wiki/Lions_Gate_Entertainment_Corporation
2647736;MACOM Technology Solutions;https://en.wikipedia.org/wiki/MACOM_Technology_Solutions
2647740;Nationwide Mutual Insurance Company;https://en.wikipedia.org/wiki/Nationwide_Mutual_Insurance_Company
2647741;Navient Corporation;https://en.wikipedia.org/wiki/Navient_Corporation
2647744;New York Life Insurance Company (NYLIC);https://en.wikipedia.org/wiki/New_York_Life_Insurance_Company
2647748;Orexigen Therapeutics Inc;http://en.wikipedia.org/wiki/Orexigen_Therapeutics
2647723;Icahn Enterprises;https://en.wikipedia.org/wiki/Icahn_Enterprises
2647727;ITC Transmission;https://en.wikipedia.org/wiki/ITC_Holdings_Corp.
2647729;Jack in the Box Inc;https://en.wikipedia.org/wiki/Jack_in_the_Box
2647731;Kemper Corporation;https://en.wikipedia.org/wiki/Kemper_Corporation
2647732;Land O'Lakes Inc;https://en.wikipedia.org/wiki/Land_O%27Lakes
2647720;Amica Mutual Insurance Company;https://en.wikipedia.org/wiki/Amica_Mutual_Insurance_Company
2647259;EverBank Financial Corp;https://en.wikipedia.org/wiki/EverBank_Financial
2647261;Expedia Inc;https://en.wikipedia.org/wiki/Expedia_Inc
2647268;FM Global;https://en.wikipedia.org/wiki/FM_Global
2647271;Eastern Bank;https://en.wikipedia.org/wiki/Eastern_Bank
2647251;Cracker Barrel Old Country Store Inc;http://en.wikipedia.org/wiki/Cracker_Barrel
2647256;Entravision Communications Corporation;https://en.wikipedia.org/wiki/Entravision_Communications_Corporation
2647238;Boise Cascade Company;https://en.wikipedia.org/wiki/Boise_Cascade_Company
2647243;The Cheesecake Factory Inc;https://en.wikipedia.org/wiki/The_Cheesecake_Factory
2647233;Alpha Natural Resources;https://en.wikipedia.org/wiki/Alpha_Natural_Resources
2647234;American Family Insurance;https://en.wikipedia.org/wiki/American_Family_Insurance
2647235;Ares Capital Corporation;https://en.wikipedia.org/wiki/Ares_Capital_Corporation
2626504;University of Michigan;https://en.wikipedia.org/wiki/University_of_Michigan
2642693;Est Companies;https://en.wikipedia.org/wiki/Est
2642694;Garmin Ltd;https://en.wikipedia.org/wiki/Garmin_Ltd
2638390;TE Connectivity (US);https://en.wikipedia.org/wiki/TE_Connectivity
2638336;CITIC Limited;https://en.wikipedia.org/wiki/CITIC_Limited
2638337;Federal National Mortgage Association;https://en.wikipedia.org/wiki/Federal_National_Mortgage_Association
2638323;Hyundai Corporation;https://en.wikipedia.org/wiki/Hyundai_Corporation
2638328;BBVA Provincial;https://en.wikipedia.org/wiki/BBVA_Provincial
2638321;CRRC Corporation Limited;http://en.wikipedia.org/wiki/CRRC_Corporation
2638310;Sampoerna;https://en.wikipedia.org/wiki/Sampoerna
2638312;Guotai Junan Securities Co;http://en.wikipedia.org/wiki/Guotai_Junan_Securities
2638314;Yahoo Japan Corp;https://en.wikipedia.org/wiki/Yahoo_Japan
2638318;Eurasian Natural Resources Corporation plc (ENRC);https://en.wikipedia.org/wiki/ENRC
47898;Chubb Corp (US);https://en.wikipedia.org/wiki/Chubb
2624287;HP Inc;https://en.wikipedia.org/wiki/HP_Inc
2638069;Valeant Pharmaceuticals International Inc (US);https://en.wikipedia.org/wiki/Valeant_Pharmaceuticals_International_Inc
2638068;Chubb Corp;https://en.wikipedia.org/wiki/Chubb_Corp
2637951;RioCan Real Estate Investment Trust;https://en.wikipedia.org/wiki/RioCan_Real_Estate_Investment_Trust
2637946;Engie Energy International;https://en.wikipedia.org/wiki/Engie_Energy_International
2637940;BTG Pactual;https://en.wikipedia.org/wiki/BTG_Pactual
2637748;Hon Hai Precision Industry Co;http://en.wikipedia.org/wiki/Foxconn
2637752;HP Autonomy;https://en.wikipedia.org/wiki/HP_Autonomy
2637755;Sands China Limited;https://en.wikipedia.org/wiki/Sands_China_Limited
2637757;Genting Singapore PLC;https://en.wikipedia.org/wiki/Genting_Singapore_PLC
2637744;Jardine Cycle and Carriage Limited;https://en.wikipedia.org/wiki/Jardine_Cycle_%26_Carriage
2637746;Skype Technologies;https://en.wikipedia.org/wiki/Skype
2637601;Housing Development Finance Corporation;https://en.wikipedia.org/wiki/Housing_Development_Finance_Corporation
2637598;Sky UK Limited;https://en.wikipedia.org/wiki/Sky_UK_Limited
2637595;Inbursa;https://en.wikipedia.org/wiki/Inbursa
2637584;Mobile Telesystems (MTS);https://en.wikipedia.org/wiki/Mobile_Telesystems
2637586;Wharf Holdings Limited;http://en.wikipedia.org/wiki/The_Wharf_(Holdings)
2637534;Telecomunicacoes de Sao Paulo (TELESP);https://en.wikipedia.org/wiki/TELESP
2637520;Hongkong Land Holdings;http://en.wikipedia.org/wiki/Hongkong_Land
2637522;Waste Management Inc;https://en.wikipedia.org/wiki/Waste_Management_Inc
2637528;JS Group;https://en.wikipedia.org/wiki/JS_Group
2637530;Penn West Exploration Ltd;http://en.wikipedia.org/wiki/Penn_West_Exploration
2637514;Jardine Strategic Holdings Limited;https://en.wikipedia.org/wiki/Jardine_Strategic_Holdings_Limited
2637516;Colgate-Palmolive Company;https://en.wikipedia.org/wiki/Colgate-Palmolive_Company
2637367;Straumann;https://en.wikipedia.org/wiki/Straumann
2637360;Halma plc;https://en.wikipedia.org/wiki/Halma_plc
2637344;Hays plc;https://en.wikipedia.org/wiki/Hays_plc
2637321;CIC;https://en.wikipedia.org/wiki/CIC
2637323;X5 Retail (Netherlands);https://en.wikipedia.org/wiki/X5_Retail
2637330;ALK-Abello;https://en.wikipedia.org/wiki/ALK
2632992;Siliconware Precision Industries Co Ltd;http://en.wikipedia.org/wiki/Siliconware_Precision_Industries
2632997;Bumi Armada Berhad;https://en.wikipedia.org/wiki/Bumi_Armada_Berhad
2632998;Mahindra Lifespace Developers Ltd;http://en.wikipedia.org/wiki/Mahindra_Lifespace_Developers
2632953;Orient Overseas International Ltd;http://en.wikipedia.org/wiki/Orient_Overseas_(International)_Limited
2632956;GlaxoSmithKline Pharmaceuticals Ltd;https://en.wikipedia.org/wiki/GlaxoSmithKline_Pharmaceuticals_Ltd
2632411;Lumber Liquidators Holdings Inc;http://en.wikipedia.org/wiki/Lumber_Liquidators
2632414;Veritiv Corporation;https://en.wikipedia.org/wiki/Veritiv_Corporation
2632418;Cepheid Inc;https://en.wikipedia.org/wiki/Cepheid_Inc
2632429;Jefferies Group LLC;https://en.wikipedia.org/wiki/Jefferies_Group_LLC
2632306;KapStone Paper And Packaging Corporation;http://en.wikipedia.org/wiki/Kapstone
2632308;Tailored Brands Inc;https://en.wikipedia.org/wiki/Men%27s_Wearhouse
2632314;Sentry Insurance Group;https://en.wikipedia.org/wiki/Sentry_Insurance_Group
2632315;Broadridge Financial Solutions Inc;http://en.wikipedia.org/wiki/Broadridge_Financial_Solutions
2632322;Bio-Techne Corporation;http://en.wikipedia.org/wiki/Bio-Techne
2632325;Apartment Investment and Management Company;https://en.wikipedia.org/wiki/Apartment_Investment_and_Management_Company
2632327;Performance Food Group Company;https://en.wikipedia.org/wiki/Performance_Food_Group_Company
2632335;Orbital ATK Inc;https://en.wikipedia.org/wiki/Orbital_ATK_Inc
2632338;Core-Mark Holding Company Inc;http://en.wikipedia.org/wiki/Core-Mark
2632340;8x8 Inc;https://en.wikipedia.org/wiki/8x8_Inc
2632349;Pharmaceutical Product Development LLC;http://en.wikipedia.org/wiki/Pharmaceutical_Product_Development
2632353;Jack Henry & Associates;https://en.wikipedia.org/wiki/Jack_Henry_%26_Associates
2632360;IAC/InterActiveCorp;https://en.wikipedia.org/wiki/IAC%2FInterActiveCorp
2632365;Adams Diversified Equity Fund;http://en.wikipedia.org/wiki/Adams_Express_Company
2632366;Western and Southern Financial Group Inc;http://en.wikipedia.org/wiki/Western_&_Southern_Financial_Group
2632370;Lazard Ltd;https://en.wikipedia.org/wiki/Lazard_Ltd
2632373;FNB Corporation;https://en.wikipedia.org/wiki/F.N.B._Corporation
2632375;AAR Corporation;https://en.wikipedia.org/wiki/AAR_Corporation
2632379;Sprouts Farmers Market Inc;https://en.wikipedia.org/wiki/Sprouts_Farmers_Market_Inc
2632382;Biota Pharmaceuticals;https://en.wikipedia.org/wiki/Biota_Pharmaceuticals
2632387;AMSC;https://en.wikipedia.org/wiki/AMSC
2632390;The Madison Square Garden Company;https://en.wikipedia.org/wiki/The_Madison_Square_Garden_Company
2632392;Dentsply Sirona Inc;https://en.wikipedia.org/wiki/Dentsply_Sirona_Inc
2632393;Core Laboratories NV;http://en.wikipedia.org/wiki/Core_Laboratories
2632231;Spire;https://en.wikipedia.org/wiki/Spire
2632237;Mutual of America Life Insurance Company;https://en.wikipedia.org/wiki/Mutual_of_America_Life_Insurance_Company
2632241;LifePoint Health Inc;http://en.wikipedia.org/wiki/LifePoint_Hospitals
2632242;Stewart Information Services Inc;http://en.wikipedia.org/wiki/Stewart_Information_Services_Corporation
2632248;Alliance One International Inc;http://en.wikipedia.org/wiki/Alliance_One_International
2632251;Patriot Transportation Holding Inc;http://en.wikipedia.org/wiki/Patriot_Transportation
2632255;Clear Channel Outdoor Holdings Inc;http://en.wikipedia.org/wiki/Clear_Channel_Outdoor
2632261;Medical Mutual of Ohio;https://en.wikipedia.org/wiki/Medical_Mutual_of_Ohio
2632264;The Advisory Board Company;https://en.wikipedia.org/wiki/The_Advisory_Board_Company
2632268;Tempur-Sealy International Inc;http://en.wikipedia.org/wiki/Tempur_Sealy_International
2632271;Change Healthcare Holdings Inc;http://en.wikipedia.org/wiki/Emdeon
2632274;Commonwealth Financial Network;https://en.wikipedia.org/wiki/Commonwealth_Financial_Network
2632281;National Life Group;https://en.wikipedia.org/wiki/National_Life_Group
2632282;Air Lease Corporation;https://en.wikipedia.org/wiki/Air_Lease_Corporation
2632160;The Guardian Life Insurance Company of America;https://en.wikipedia.org/wiki/The_Guardian_Life_Insurance_Company_of_America
2632172;CommScope Holding Company Inc;http://en.wikipedia.org/wiki/CommScope
1831803;Walk Free Foundation;https://en.wikipedia.org/wiki/Walk_Free_Foundation
2631018;China Resources Enterprise;https://en.wikipedia.org/wiki/China_Resources_Enterprise
2631022;Shanghai Industrial Holdings;https://en.wikipedia.org/wiki/Shanghai_Industrial_Holdings
2631023;Banca MPS;https://en.wikipedia.org/wiki/Banca_MPS
2631034;Grupo Pao de Acucar;https://en.wikipedia.org/wiki/Grupo_Pao_de_Acucar
2631038;NetDragon Websoft;https://en.wikipedia.org/wiki/NetDragon_Websoft
2631043;Goodman Group;https://en.wikipedia.org/wiki/Goodman_Group
2631045;Heilan Home;https://en.wikipedia.org/wiki/Heilan_Home
2631046;Great Portland Estates;https://en.wikipedia.org/wiki/Great_Portland_Estates
2631048;WH Group;https://en.wikipedia.org/wiki/WH_Group
2631052;Joint Stock Commercial Bank for Foreign Trade of Vietnam;https://en.wikipedia.org/wiki/Joint_Stock_Commercial_Bank_for_Foreign_Trade_of_Vietnam
2631053;Everbright Securities;https://en.wikipedia.org/wiki/Everbright_Securities
2631055;St James's Place;https://en.wikipedia.org/wiki/St_James%27s_Place
2631056;Kerry Properties;https://en.wikipedia.org/wiki/Kerry_Properties
2631058;CWT;https://en.wikipedia.org/wiki/CWT
2631060;Companhia Brasileira de Distribuicao;https://en.wikipedia.org/wiki/Companhia_Brasileira_de_Distribuicao
2631062;Manila Electric;https://en.wikipedia.org/wiki/Manila_Electric
2631066;China Galaxy Securities;https://en.wikipedia.org/wiki/China_Galaxy_Securities
2631068;Banco BPI;https://en.wikipedia.org/wiki/Banco_BPI
2631071;China Power International Development;https://en.wikipedia.org/wiki/China_Power_International_Development
2631073;Lens Technology;https://en.wikipedia.org/wiki/Lens_Technology
2631077;Persimmon;https://en.wikipedia.org/wiki/Persimmon
2631078;Rhoen-Klinikum;https://en.wikipedia.org/wiki/Rhoen-Klinikum
2631080;Scentre Group;https://en.wikipedia.org/wiki/Scentre_Group
2631081;Moscow Exchange;https://en.wikipedia.org/wiki/Moscow_Exchange
2631083;Changjiang Securities;https://en.wikipedia.org/wiki/Changjiang_Securities
2631084;Cheil Industries;https://en.wikipedia.org/wiki/Cheil_Industries
2631086;BAIC Motor;https://en.wikipedia.org/wiki/BAIC_Motor
2631087;Mitsui Engineering & Shipbuilding;https://en.wikipedia.org/wiki/Mitsui_Engineering_%26_Shipbuilding
