Answer ID,Answer Page,Metric,Company,Year,Value,Source Page,Original Source,Comments,Correct year
6368426,https://wikirate.org/~6368426,Walk Free Foundation+MSA risk assessment,Abercrombie & Fitch,2019,"Risk-based questionnaires, Conducting research",https://wikirate.org/~5449072,,"Page 4 of 6 When we engage a new third party monitoring firm, one or more employees from our Sustainability department may accompany auditors from the monitoring firm to ensure they fully understand and follow our Vendor Code of Conduct. Auditors visit our partner factories annually or biennially and administer a full audit with every visit. Certain high risk factories or new facilities may receive more frequent audits. Each audit consists of a factory walk-through, confidential interviews with workers, and a review of relative documentation (e.g. payroll, time answer, employee age verification, etc.). To maintain the integrity of the audit, the Company does not provide the audit date to the factories ahead of time. However, to ensure the necessary personnel is available and the documentation can be gathered in time, we do offer a two-week window during which the audit will occur. If any labor issues are uncovered during an audit, the factory must take immediate steps to correct the problem. This begins w...",2018
6368416,https://wikirate.org/~6368416,Walk Free Foundation+MSA policy (revised),Abercrombie & Fitch,2019,"Suppliers comply with laws and company’s policies (direct / tier 1), Suppliers comply with laws and company’s policies (beyond tier 1), Prohibit use of forced labour (direct / tier 1), Prohibit use of forced labour (beyond tier 1), Code of conduct or supplier code includes clauses on slavery and human trafficking (direct / tier 1), Code of conduct or supplier code includes clauses on slavery and human trafficking (beyond tier 1), Contracts include clauses on forced labour (direct / tier 1), Prohibit use of child labour (direct / tier 1), Prohibit use of child labour (beyond tier 1), Suppliers respect labour rights (wages / freedom of association etc) (direct / tier 1)",https://wikirate.org/~5449072,,Page 2 of 6 Nashrah Tabassum[https://wikirate.org/Nashrah_Tabassum].....2020-10-18 12:06:20 UTC,2018
6368393,https://wikirate.org/~6368393,Walk Free Foundation+MSA Ownership Disclosure,Abercrombie & Fitch,2019,Yes,https://wikirate.org/~5449072,,"Page 1 of 6 Abercrombie's Structure, Business, and Supply Chain Abercrombie & Fitch (""Abercrombie"" or the ""Company"") is an international retailer specializing in men's and women's apparel, personal care, and accessories. In the UK, Abercrombie stores (which includes the Hollister brand), are operated by AFH Stores UK Limited, a subsidiary of Abercrombie & Fitch Europe SAGL and Abercrombie & Fitch International, Inc., respectively.Abercrombie designs merchandise and relies on third-party manufacturers to assemble goods commensurate with the Company's quality standards. Our third-party manufacturers are located world-wide Nashrah Tabassum[https://wikirate.org/Nashrah_Tabassum].....2020-10-18 11:56:54 UTC",2018
6368536,https://wikirate.org/~6368536,Walk Free Foundation+MSA Impact on Company Behaviour,Abercrombie & Fitch,2019,Yes,https://wikirate.org/~5449072,,"Page 6 of 6 This statement is made pursuant to section 54(1) of the Modern Slavery Act 2015 and constitutes the Company's slavery and human trafficking statement for the financial year ending February 2, 2019. Nashrah Tabassum[https://wikirate.org/Nashrah_Tabassum].....2020-10-18 12:33:58 UTC",2018
6089070,https://wikirate.org/~6089070,Walk Free Foundation+MSA policy (revised),Accident Exchange Limited,2019,Code of conduct or supplier code includes clauses on slavery and human trafficking (direct / tier 1),https://wikirate.org/~5784777,,"""We have not to date identified or had any indication that any party in our supply chains may be in breach of the Act. However, as part of our initiative to identify and mitigate risk, AX Group: ... - includes provisions in contracts with suppliers requiring compliance with the provisions of the Act - seeks to identify and assess potential risk areas in our supply chains"" (p 2-3). Charlotte Nichol[https://wikirate.org/Charlotte_Nichol].....2020-05-28 00:56:48 UTC",2018
6089102,https://wikirate.org/~6089102,Walk Free Foundation+MSA training (revised),Accident Exchange Limited,2019,"In Development, No",https://wikirate.org/~5784777,,"""To assist with understanding the risks of modern slavery and human trafficking in our supply chains and our business, we are reviewing staff training with a view to providing targeted training on modern slavery and human trafficking to relevant members of staff."" (p 3) Charlotte Nichol[https://wikirate.org/Charlotte_Nichol].....2020-05-28 01:12:10 UTC To assist with understanding the risks of modern slavery and human trafficking in our supply chains and our business, we are reviewing staff training with a view to providing targeted training on modern slavery and human trafficking to relevant members of staff.3 xokucfrd[https://wikirate.org/xokucfrd].....2021-04-28 17:22:41 UTC To assist with understanding the risks of modern slavery and human trafficking in our supply chains and our business, we are reviewing staff training with a view to providing targeted training on modern slavery and human trafficking to relevant members of staff.3 xokucfrd[https://wikirate.org/xokucfrd].....2021-04-28 17:22:47 UTC",2018
6089065,https://wikirate.org/~6089065,Walk Free Foundation+MSA supply chain disclosure,Accident Exchange Limited,2019,No,https://wikirate.org/~5784777,,"Only supply chain information given is as follows: ""Our supply chains include: Vehicle manufacturers and vehicle rental companies – supply of fleet Franchised Motor Dealers – supply of fleet and referral of claims Vehicle Repairers – repair of fleet and customers’ damaged vehicles Vehicle Recovery Providers – recovery of customers following an accident Insurance underwriters – provision of underwriting services in relation to insurance products offered by AX Group Technology Providers – for the supply of vehicle telematics hardware Professional Services – legal, accounting, IT, automotive engineers, building maintenance services"" (p 2). Charlotte Nichol[https://wikirate.org/Charlotte_Nichol].....2020-05-28 00:50:30 UTC",2018
6089077,https://wikirate.org/~6089077,Walk Free Foundation+MSA risk assessment,Accident Exchange Limited,2019,No,https://wikirate.org/~5784777,,,2018
6089081,https://wikirate.org/~6089081,Walk Free Foundation+MSA Identification of risks,Accident Exchange Limited,2019,No,https://wikirate.org/~5784777,,,2018
6089085,https://wikirate.org/~6089085,Walk Free Foundation+MSA risk management (revised),Accident Exchange Limited,2019,No,https://wikirate.org/~5784777,,,2018
6089089,https://wikirate.org/~6089089,Walk Free Foundation+MSA incidents identified,Accident Exchange Limited,2019,No,https://wikirate.org/~5784777,,,2018
6089107,https://wikirate.org/~6089107,Walk Free Foundation+MSA Performance Indicators,Accident Exchange Limited,2019,No,https://wikirate.org/~5784777,,,2018
6089111,https://wikirate.org/~6089111,Walk Free Foundation+MSA Business Performance Indicators,Accident Exchange Limited,2019,No,https://wikirate.org/~5784777,,,2018
6089115,https://wikirate.org/~6089115,Walk Free Foundation+MSA Impact on Company Behaviour,Accident Exchange Limited,2019,No,https://wikirate.org/~5784777,,,2018
6089048,https://wikirate.org/~6089048,Business & Human Rights Resource Centre+MSA statement signed,Accident Exchange Limited,2019,Signed by CEO,https://wikirate.org/~5784777,,Lucy Woods CEO May 2019' Charlotte Nichol[https://wikirate.org/Charlotte_Nichol].....2020-05-28 00:42:24 UTC,2018
6089097,https://wikirate.org/~6089097,Walk Free Foundation+MSA whistleblowing mechanism (revised),Accident Exchange Limited,2019,Whistleblower protection (direct employees),https://wikirate.org/~5784777,,"""AX Group: ... - has a Whistleblowing Policy - Protects whistleblowers ..."" (p 2) Charlotte Nichol[https://wikirate.org/Charlotte_Nichol].....2020-05-28 01:07:04 UTC",2018
6089060,https://wikirate.org/~6089060,Walk Free Foundation+MSA Ownership Disclosure,Accident Exchange Limited,2019,Yes,https://wikirate.org/~5784777,,"""AX Group’s core business activities include: - the supply of temporary replacement vehicles on credit hire to motorists involved in non-fault accidents and the management of their claims (supplied through Accident Exchange Limited) - software solutions to the retail motor trade (supplied through DCML Limited) - the supply of vehicle telematics to car dealer groups and fleet companies (supplied through In-Car Cleverness Limited) - asset protection, accident investigation and vehicle hire rate survey services (supplied through APU Limited)"", p 1-2. Charlotte Nichol[https://wikirate.org/Charlotte_Nichol].....2020-05-28 00:48:12 UTC",2018
5491657,https://wikirate.org/~5491657,Walk Free Foundation+MSA Identification of risks,Aetna,2019,Geographic,https://wikirate.org/~5460354,https://www.aetnainternational.com/content/dam/aetna/pdfs/aetna-international/legal/2019-Modern-Slavery-Act-Statement.pdf,"""Weare part of the Aetna International group of companies which provides international private medical insurance to customers across the Americas, Europe, Middle East, Africa and Asia and we have over 1,500 staff working across these regions."" P.g. 1 Khalid Alserkal[https://wikirate.org/Khalid_Alserkal].....2019-10-21 23:03:05 UTC",2018
5496758,https://wikirate.org/~5496758,Walk Free Foundation+MSA Performance Indicators,Aetna,2019,In Development,https://wikirate.org/~5460354,https://www.aetnainternational.com/content/dam/aetna/pdfs/aetna-international/legal/2019-Modern-Slavery-Act-Statement.pdf,"""Contractual protection: As part of our contracting processes, our legal team seeks to insert “compliance with law” clauses as appropriate into contracts with third parties that we deal with. This is intended to encompass any employment/labor, human trafficking and slavery laws applicable in the jurisdictions concerned. Where appropriate, we endeavor to include specific slavery / trafficking prohibitions. "" P.g. 2 Khalid Alserkal[https://wikirate.org/Khalid_Alserkal].....2019-10-22 12:15:49 UTC",2018
5491956,https://wikirate.org/~5491956,Walk Free Foundation+MSA training (revised),Aetna,2019,"In Development, No",https://wikirate.org/~5460354,https://www.aetnainternational.com/content/dam/aetna/pdfs/aetna-international/legal/2019-Modern-Slavery-Act-Statement.pdf,"As an outcome of this review, over the next 12 months we intend to improve our current control s further by enhancin g our internal guidance and the content of our annual training to assist our employees with the identification of modern slavery and our approach in relation to the same.3 xokucfrd[https://wikirate.org/xokucfrd].....2021-04-28 13:09:24 UTC As an outcome of this review, over the next 12 months we intend to improve our current control s further by enhancin g our internal guidance and the content of our annual training to assist our employees with the identification of modern slavery and our approach in relation to the same.3 xokucfrd[https://wikirate.org/xokucfrd].....2021-04-28 13:09:34 UTC",2018
5491708,https://wikirate.org/~5491708,Walk Free Foundation+MSA Ownership Disclosure,Aetna,2019,No,https://wikirate.org/~5460354,https://www.aetnainternational.com/content/dam/aetna/pdfs/aetna-international/legal/2019-Modern-Slavery-Act-Statement.pdf,,2018
5491899,https://wikirate.org/~5491899,Walk Free Foundation+MSA risk assessment,Aetna,2019,No,https://wikirate.org/~5460354,https://www.aetnainternational.com/content/dam/aetna/pdfs/aetna-international/legal/2019-Modern-Slavery-Act-Statement.pdf,,2018
5496614,https://wikirate.org/~5496614,Walk Free Foundation+MSA incidents identified,Aetna,2019,No,https://wikirate.org/~5460354,https://www.aetnainternational.com/content/dam/aetna/pdfs/aetna-international/legal/2019-Modern-Slavery-Act-Statement.pdf,,2018
5496940,https://wikirate.org/~5496940,Walk Free Foundation+MSA incidents remediation (revised),Aetna,2019,No,https://wikirate.org/~5460354,https://www.aetnainternational.com/content/dam/aetna/pdfs/aetna-international/legal/2019-Modern-Slavery-Act-Statement.pdf,,2018
5495295,https://wikirate.org/~5495295,Walk Free Foundation+MSA Impact on Company Behaviour,Aetna,2019,No,https://wikirate.org/~5460354,https://www.aetnainternational.com/content/dam/aetna/pdfs/aetna-international/legal/2019-Modern-Slavery-Act-Statement.pdf,,2018
5470961,https://wikirate.org/~5470961,Walk Free Foundation+MSA supply chain disclosure,Aetna,2019,No,https://wikirate.org/~5460354,https://www.aetnainternational.com/content/dam/aetna/pdfs/aetna-international/legal/2019-Modern-Slavery-Act-Statement.pdf,"""We adhere to applicable laws andthis includes laws that apply to contractors and suppliers such as the anti-human trafficking provisions of the UK Modern Slavery Act of 2015."" P.g 1 Khalid Alserkal[https://wikirate.org/Khalid_Alserkal].....2019-10-18 21:45:14 UTC",2018
5497204,https://wikirate.org/~5497204,Walk Free Foundation+MSA risk management (revised),Aetna,2019,On-site visits (self- reporting),https://wikirate.org/~5460354,https://www.aetnainternational.com/content/dam/aetna/pdfs/aetna-international/legal/2019-Modern-Slavery-Act-Statement.pdf,"""Aetna International third-party payment policy: We have adopted due diligence procedures to enable the identification and mitigation of financial crime and corruption risk. As part of this process we conduct several checks at the onboarding stage of a third-party business relationship and annually thereafter to ensure that our suppliers meet certain legal, regulatory and other ethical standards. In the last year, we have also taken steps to incorporate specific modern slavery checks and contractual provisions within our third-party/vendor due diligence and engagement processes."" P.g. 2 Khalid Alserkal[https://wikirate.org/Khalid_Alserkal].....2019-10-22 12:35:28 UTC",2018
5470972,https://wikirate.org/~5470972,Business & Human Rights Resource Centre+MSA statement signed,Aetna,2019,Signed by CEO,https://wikirate.org/~5460354,https://www.aetnainternational.com/content/dam/aetna/pdfs/aetna-international/legal/2019-Modern-Slavery-Act-Statement.pdf,"""Damian Lenihan CEO, Aetna Insurance Company Limited and Aetna Global Benefits (UK) Limited 26 June 2019"" P.g 3 Khalid Alserkal[https://wikirate.org/Khalid_Alserkal].....2019-10-18 22:21:39 UTC",2018
5491947,https://wikirate.org/~5491947,Walk Free Foundation+MSA policy (revised),Aetna,2019,"Suppliers comply with laws and company’s policies (direct / tier 1), Contracts include clauses on forced labour (direct / tier 1)",https://wikirate.org/~5460354,https://www.aetnainternational.com/content/dam/aetna/pdfs/aetna-international/legal/2019-Modern-Slavery-Act-Statement.pdf,"""• CVS Health Human Rights Policy: We uphold the fundamental principle of human rights and adhere to widely accepted standards of fair treatment and non-discrimination including those set forth in the Universal Declaration of Human Rights, International Covenant on Economic, Social and Cultural Rights and the International Labour Organization Declaration on Fundamental Principles and Rights at Work. We are committed to respect the human rights of our employees through our internal employment policies and practices as highlighted below. We also seek to encourage behavior by our suppliers that is consistent with the principles set forth in our human rights policy."" P.g 1 Khalid Alserkal[https://wikirate.org/Khalid_Alserkal].....2019-10-21 23:46:21 UTC ""Contractual protection: As part of our contracting processes, our legal team seeks to insert “compliance with law” clauses as appropriate into contracts with third parties that we deal with. This is intended to encompass any employment/labor, human trafficking...",2018
5495639,https://wikirate.org/~5495639,Walk Free Foundation+MSA whistleblowing mechanism (revised),Aetna,2019,Whistleblower protection (direct employees),https://wikirate.org/~5460354,https://www.aetnainternational.com/content/dam/aetna/pdfs/aetna-international/legal/2019-Modern-Slavery-Act-Statement.pdf,"""Aetna International procedures for raising concerns: We: o encourage employees to report suspected wrongdoing as soon as possible, secure in the knowledge that we will take their concerns seriously and investigate them as appropriate, and that we will respect their confidentiality; o provide employees with established reporting channels (including those that maintain anonymity) and give guidance on how to raise concerns; o reassure employees that they are able to raise genuine concerns without fear of reprisals, even if they turn out to be mistaken. This ensures that employees are encouraged and able to report concerns in relation to the violation of human rights or any breach of the Code, our company policies or relevant laws without fear of retribution."" P.g. 2 Khalid Alserkal[https://wikirate.org/Khalid_Alserkal].....2019-10-22 11:31:38 UTC",2018
5496872,https://wikirate.org/~5496872,Walk Free Foundation+MSA Business Performance Indicators,Aetna,2019,Yes,https://wikirate.org/~5460354,https://www.aetnainternational.com/content/dam/aetna/pdfs/aetna-international/legal/2019-Modern-Slavery-Act-Statement.pdf,Section 4. Further Actions Lucia Ixtacuy[https://wikirate.org/Lucia_Ixtacuy].....2020-01-24 14:19:18 UTC,2018
5489230,https://wikirate.org/~5489230,Business & Human Rights Resource Centre+MSA Statement Approval,Assurant,2019,Approved by Board,https://wikirate.org/~5460374,https://www.assurant.co.uk/documents/assurant/regulatory-notices/uk-business-statements/assurant-modern-slavery-statement-2019.pdf?sfvrsn=6b3c9d04_2,approved on 25th March 2019 chantal conway[https://wikirate.org/chantal_conway].....2019-10-21 20:15:37 UTC,2018
5489522,https://wikirate.org/~5489522,Walk Free Foundation+MSA risk management (revised),Assurant,2019,Audits of suppliers (self- reporting),https://wikirate.org/~5460374,https://www.assurant.co.uk/documents/assurant/regulatory-notices/uk-business-statements/assurant-modern-slavery-statement-2019.pdf?sfvrsn=6b3c9d04_2,,2018
5489431,https://wikirate.org/~5489431,Walk Free Foundation+MSA risk assessment,Assurant,2019,Conducting research,https://wikirate.org/~5460374,https://www.assurant.co.uk/documents/assurant/regulatory-notices/uk-business-statements/assurant-modern-slavery-statement-2019.pdf?sfvrsn=6b3c9d04_2,,2018
5489648,https://wikirate.org/~5489648,Walk Free Foundation+MSA training (revised),Assurant,2019,Employees (all),https://wikirate.org/~5460374,https://www.assurant.co.uk/documents/assurant/regulatory-notices/uk-business-statements/assurant-modern-slavery-statement-2019.pdf?sfvrsn=6b3c9d04_2,,2018
5489287,https://wikirate.org/~5489287,Walk Free Foundation+MSA supply chain disclosure,Assurant,2019,Geographical,https://wikirate.org/~5460374,https://www.assurant.co.uk/documents/assurant/regulatory-notices/uk-business-statements/assurant-modern-slavery-statement-2019.pdf?sfvrsn=6b3c9d04_2,,2018
5489605,https://wikirate.org/~5489605,Walk Free Foundation+MSA incidents remediation (revised),Assurant,2019,No,https://wikirate.org/~5460374,https://www.assurant.co.uk/documents/assurant/regulatory-notices/uk-business-statements/assurant-modern-slavery-statement-2019.pdf?sfvrsn=6b3c9d04_2,,2018
5489767,https://wikirate.org/~5489767,Walk Free Foundation+MSA Business Performance Indicators,Assurant,2019,No,https://wikirate.org/~5460374,https://www.assurant.co.uk/documents/assurant/regulatory-notices/uk-business-statements/assurant-modern-slavery-statement-2019.pdf?sfvrsn=6b3c9d04_2,,2018
5489251,https://wikirate.org/~5489251,Walk Free Foundation+MSA Ownership Disclosure,Assurant,2019,No,https://wikirate.org/~5460374,https://www.assurant.co.uk/documents/assurant/regulatory-notices/uk-business-statements/assurant-modern-slavery-statement-2019.pdf?sfvrsn=6b3c9d04_2,,2018
5489496,https://wikirate.org/~5489496,Walk Free Foundation+MSA Identification of risks,Assurant,2019,No,https://wikirate.org/~5460374,https://www.assurant.co.uk/documents/assurant/regulatory-notices/uk-business-statements/assurant-modern-slavery-statement-2019.pdf?sfvrsn=6b3c9d04_2,"It is mention that ""Since the appointment, we have conducted a risk assessment of our third party logistics and repairers, assessing them on specific supply chain compliance risk categories. "" However, it is not implied that they identify it as an area with greater risk. Lucia Ixtacuy[https://wikirate.org/Lucia_Ixtacuy].....2020-01-23 16:19:40 UTC It is mention that ""Since the appointment, we have conducted a risk assessment of our third party logistics and repairers, assessing them on specific supply chain compliance risk categories. "" However, it is not implied that they identify it as an area with greater risk. Lucia Ixtacuy[https://wikirate.org/Lucia_Ixtacuy].....2020-01-23 16:20:48 UTC",2018
5489173,https://wikirate.org/~5489173,Business & Human Rights Resource Centre+MSA statement signed,Assurant,2019,Signed by CEO,https://wikirate.org/~5460374,https://www.assurant.co.uk/documents/assurant/regulatory-notices/uk-business-statements/assurant-modern-slavery-statement-2019.pdf?sfvrsn=6b3c9d04_2,can see from the signature at the end of the document chantal conway[https://wikirate.org/chantal_conway].....2019-10-21 20:14:52 UTC,2018
5489324,https://wikirate.org/~5489324,Walk Free Foundation+MSA policy (revised),Assurant,2019,Suppliers comply with laws and company’s policies (direct / tier 1),https://wikirate.org/~5460374,https://www.assurant.co.uk/documents/assurant/regulatory-notices/uk-business-statements/assurant-modern-slavery-statement-2019.pdf?sfvrsn=6b3c9d04_2,Continue to integrate The Warranty Group with Assurant and align our modern slavery efforts across both organisationsto ensure we have consistency in our processes and tools. 2.Continue to conduct risk based on-site audits on suppliers to assess their culture and controls relating to labour and human rights and provide recommendations for improvements. 3.Reviewthe previousyear’s initiatives intended to mitigate the risk of Modern Slaveryfor effectiveness and consider potential improvements for the coming year. page 3 chantal conway[https://wikirate.org/chantal_conway].....2019-10-21 20:19:55 UTC,2018
5489626,https://wikirate.org/~5489626,Walk Free Foundation+MSA whistleblowing mechanism (revised),Assurant,2019,Whistleblower protection (direct employees),https://wikirate.org/~5460374,https://www.assurant.co.uk/documents/assurant/regulatory-notices/uk-business-statements/assurant-modern-slavery-statement-2019.pdf?sfvrsn=6b3c9d04_2,Our Whistleblowing policy which encourage sour employees to raise concerns regarding practices within our business and supply chain without fear of reprisal. Training on our Whistleblowing policy is distribute annually. page 2 chantal conway[https://wikirate.org/chantal_conway].....2019-10-21 20:31:40 UTC OurWhistleblowing policywhich encouragesour employees to raise concerns regarding practices within our business and supply chain without fear of reprisal. Training on our Whistleblowing policy is distributed annually. P. 2 Samantha Wolk[https://wikirate.org/Samantha_Wolk].....2021-04-20 06:35:14 UTC,2018
5489543,https://wikirate.org/~5489543,Walk Free Foundation+MSA incidents identified,Assurant,2019,Yes,https://wikirate.org/~5460374,https://www.assurant.co.uk/documents/assurant/regulatory-notices/uk-business-statements/assurant-modern-slavery-statement-2019.pdf?sfvrsn=6b3c9d04_2,,2018
5489759,https://wikirate.org/~5489759,Walk Free Foundation+MSA Performance Indicators,Assurant,2019,Yes,https://wikirate.org/~5460374,https://www.assurant.co.uk/documents/assurant/regulatory-notices/uk-business-statements/assurant-modern-slavery-statement-2019.pdf?sfvrsn=6b3c9d04_2,,2018
5489780,https://wikirate.org/~5489780,Walk Free Foundation+MSA Impact on Company Behaviour,Assurant,2019,Yes,https://wikirate.org/~5460374,https://www.assurant.co.uk/documents/assurant/regulatory-notices/uk-business-statements/assurant-modern-slavery-statement-2019.pdf?sfvrsn=6b3c9d04_2,,2018
5485916,https://wikirate.org/~5485916,Business & Human Rights Resource Centre+MSA Statement Approval,Axis Capital Holdings,2019,Approved by Board,https://wikirate.org/~5460383,https://axiscapital.com/docs/default-source/general-documents/201908modern-slavery-statement-group-boardvsigned.pdf,"P.1 ""This statement is made pursuant to Section 54, Part 6, of the UK Modern Slavery Act 2015 and has been approved by the board of AXIS Capital Holdings Limited."" Jesica Dahal[https://wikirate.org/Jesica_Dahal].....2019-10-21 18:23:58 UTC",2018
5486669,https://wikirate.org/~5486669,Walk Free Foundation+MSA risk management (revised),Axis Capital Holdings,2019,"Audits of suppliers (self- reporting), Audits of suppliers (independent)",https://wikirate.org/~5460383,https://axiscapital.com/docs/default-source/general-documents/201908modern-slavery-statement-group-boardvsigned.pdf,"P.1 ""The AXIS Capital Group Vendor Management Office conducts annual assessments of material vendors which includes vendors providing an annual attestation."" Jesica Dahal[https://wikirate.org/Jesica_Dahal].....2019-10-21 18:55:39 UTC",2018
