Metric Designer;Metric Title;Question;About;Methodology;Topics;Value Type;Research policy;Metric Type;Report Type;Value options
Corporate Human Rights Benchmark;D.2.1.a Living Wage (Own Production / Manufacturing Operations);To what degree does the company pay workers a living wage within its own production/manufacturing operations?;"PERFORMANCE: COMPANY HUMAN RIGHTS PRACTICES

The indicators applied to each industry are mapped in the below tables, split between enabling factors and business processes and key industry risks. These key industry risks have been identified taking into consideration industry research and consultation. See Table 1 for an index of the sources referenced in each indicator.

Enabling Factors and Business Processes
These indicators relate to certain factors and business processes that can help to enable rights-respecting outcomes within company activities.

INSERT relevant TABLE from p.84 from CHRB methodology";"The Company pays all its workers a living wage, which is regularly reviewed and negotiated through collective bargaining with relevant trade unions where they are operating. There are numerous definitions of living wage but the core concept is to provide a decent standard of living for a worker and his or her family based on a regular work week not including overtime hours. A living wage is sufficient to cover food, water, clothing, transport, education, health care and other essential needs for workers and their entitled official dependents and provide some discretionary income. Workers also receive equal pay for equal work.

Score 1:
The Company indicates its target timeframe(s) for paying all workers a living wage AND the Company describes how it determines a living wage for the regions where it operates, which includes involvement of relevant trade unions.

Score 2:
The Company also indicates that it either has met the targets or provides an explanation of why these were not met and its progress toward meeting the targets AND the targets are regularly reviewed and negotiated with relevant trade unions OR the Company demonstrates progress towards achieving a living wage for the regions where it operates, which includes involvement of relevant trade unions.

Sources: ICESCR, Art. 7; HRIB, 2.4.1, ETI, 5; BSCI, V. Fair Remuneration; SA8000, IV.8.1; GLWC ";D.2 Apparel: Enabling Factors & Business Processes, ICESCR Art. 7, HRIB 2.4.1, ETI 5, BSCI V. Fair Remuneration, SA8000 IV.8.1, GLWC;Category;Designer assessed;Research Metric;;"Score 0; Score 1; Score 2"
Corporate Human Rights Benchmark;D.2.1.b Living Wage (Supply Chain);To what degree does the company ensure its suppliers pay their workers a living wage, which is regularly reviewed and negotiated through collective bargaining?;"PERFORMANCE: COMPANY HUMAN RIGHTS PRACTICES

The indicators applied to each industry are mapped in the below tables, split between enabling factors and business processes and key industry risks. These key industry risks have been identified taking into consideration industry research and consultation. See Table 1 for an index of the sources referenced in each indicator.

Enabling Factors and Business Processes
These indicators relate to certain factors and business processes that can help to enable rights-respecting outcomes within company activities.

INSERT relevant TABLE from p.84 from CHRB methodology";"The Company ensures its suppliers pay their workers a living wage, which is regularly reviewed and negotiated through collective bargaining with relevant trade unions where they are operating. There are numerous definitions of living wage but the core concept is to provide a decent standard of living for a worker and his or her family based on a regular work week not including overtime hours. A living wage is sufficient to cover food, water, clothing, transport, education, health care and other essential needs for workers and their entitled official dependents and provide some discretionary income. Workers also receive equal pay for equal work.

Score 1:
The Company includes living wage guidelines in its contractual arrangements with its suppliers or its supplier code of conduct and describes how these practices are taken into consideration in the identification and selection of suppliers OR the Company describes how it works with suppliers to improve their living wage practices.

Score 2:
The Company meets both of the requirementsunder Score 1 AND provides an analysis of trendsin progress made.

Sources: ICESCR, Art. 7, HRIB, 8.2.3, ETI, 5; FWF, 5; BSCI, V. Fair Remuneration; SA8000, IV.8.1; GLWC

";D.2 Apparel: Enabling Factors & Business Processes, ICESCR Art. 7, HRIB 8.2.3, ETI 5, BSCI V. Fair Remuneration, SA8000 IV.8.1, GLWC;Category;Designer assessed;Research Metric;;"Score 0; Score 1; Score 2"
Corporate Human Rights Benchmark;D.2.2 Aligning Purchasing Decisions with Human Rights;To what degree does the company ensure coherence between its purchasing policies and practices and its human rights commitments?;"PERFORMANCE: COMPANY HUMAN RIGHTS PRACTICES

The indicators applied to each industry are mapped in the below tables, split between enabling factors and business processes and key industry risks. These key industry risks have been identified taking into consideration industry research and consultation. See Table 1 for an index of the sources referenced in each indicator.

Enabling Factors and Business Processes
These indicators relate to certain factors and business processes that can help to enable rights-respecting outcomes within company activities.

INSERT relevant TABLE from p.84 from CHRB methodology";"The Company ensures coherence between its purchasing policies and practices and its human rights commitment(s), so that such policies and practices do not undermine its human rights commitments or hinder the ability of its business relationships to meet the Company’s expectations and their own human rights responsibilities.

Note: This can happen, for example, where the price for supplying temporary contract workers is so low that the contract does not allow for adequate payments to workers and a reasonable fee for the agency supplying the workers.

Score 1:
The Company describes the practices it adopts to avoid price or short notice requirements or other business considerations undermining human rights OR it describes the specific positive incentives it provides its business relationships to act with respect for human rights (e.g. price premiums, repeat business, increased orders or longer contracts with good performers).

Score 2:
The Company meets both the requirements under Score 1 AND provides an example of how a particular tension between respect for human rights and other business interests was addressed.

Sources: UNGP 16, HRIB, 8.1.1; FLA, I.ER.24
";D.2 Apparel: Enabling Factors & Business Processes, UNGP 16, HRIB 8.1.1, FLA I.ER.24;Category;Designer assessed;Research Metric;;"Score 0; Score 1; Score 2"
Corporate Human Rights Benchmark;D.2.3 Mapping and Disclosing the Supply Chain;To what degree does the company maps its suppliers and discloses its mapping publicly?;"PERFORMANCE: COMPANY HUMAN RIGHTS PRACTICES

The indicators applied to each industry are mapped in the below tables, split between enabling factors and business processes and key industry risks. These key industry risks have been identified taking into consideration industry research and consultation. See Table 1 for an index of the sources referenced in each indicator.

Enabling Factors and Business Processes
These indicators relate to certain factors and business processes that can help to enable rights-respecting outcomes within company activities.

INSERT relevant TABLE from p.84 from CHRB methodology";"The Company maps its suppliers and discloses its mapping publicly.

Score 1:
The Company indicates that it maps its suppliers beyond tier one, including direct and indirect suppliers, and describes how it goes about this.

Score 2:
The Company also discloses the mapping for the most significant parts of its supply chain and explains how it has defined what are the most significant parts of its supply chain.

Source: GRI G4-12 ";D.2 Apparel: Enabling Factors & Business Processes, GRI G4-12;Category;Designer assessed;Research Metric;;"Score 0; Score 1; Score 2"
Corporate Human Rights Benchmark;D.2.4.a Child Labour: Age Verification and Corrective Actions (Own Production / Manufacturing Operations);To what degree does the company ensure that its suppliers conduct age verification of job applicants/workers and that it has corrective action programmes in place ?;"PERFORMANCE: COMPANY HUMAN RIGHTS PRACTICES

The indicators applied to each industry are mapped in the below tables, split between enabling factors and business processes and key industry risks. These key industry risks have been identified taking into consideration industry research and consultation. See Table 1 for an index of the sources referenced in each indicator.

Key Industry Risks
Key industry risks are risks commonly regarded as potentially severe or likely within the industry and that companies are expected to demonstrate, through a process of human rights due dili- gence, how they are preventing them or why they are not relevant.

INSERT TABLES from p.84 and p.85 from CHRB methodology";"The Company verifies the age of job applicants and workers in its own operations. In addition, if the Company learns that it has child labour in its operations, it ensures that the children are enrolled in a remediation/education programme, rather than dismissing them from employment. If children are found to be involved in hazardous work, they are removed immediately from the situation and provided alternative work until they can be enrolled in or are immediately enrolled in a remediation/education programme. The objective is to ensure that children are not pushed into more dangerous survival strategies.

Score 1:
The Company indicates that it does not use child labour AND verifies the age of job applicants and workers in its own operations.

Score 2:
The Company also describes how it develops, participates in or contributes to programmes for transition from employment to education, enabling children to attend and remain in education, if and when child labour is found in its operations and to improve working conditions for young workers where relevant.

Sources: CRC, Art. 32; ILO, No. 138 & No. 182; CRBP; HRIB, 2.3; FLA, I.ER.4, V. and CL.3-.4; ETI, 4.2 and 4.4; FWF, 3; BSCI, V. No Child Labour and Special Protections for Young Workers; SA8000, IV. 1.2; GRI G4-HR5 ";D.2 Apparel: Key Industry Risks, CRC Art. 32, ILO No. 138, ILO No. 182, CRBP, HRIB 2.3, FLA I.ER.4 V, FLA CL.3.4, ETI 4.2, ETI 4.4, FWF 3, BSCI V. No Child Labour and Special Protections for Young Workers, SA8000 IV.1.2, GR G4-HR5;Category;Designer assessed;Research Metric;;"Score 0; Score 1; Score 2"
Corporate Human Rights Benchmark;D.2.4.b Child Labour: Age Verification and Corrective Actions (Supply Chain);To what degree does the company ensures its suppliers verify the age of job applicants and workers?;"PERFORMANCE: COMPANY HUMAN RIGHTS PRACTICES

The indicators applied to each industry are mapped in the below tables, split between enabling factors and business processes and key industry risks. These key industry risks have been identified taking into consideration industry research and consultation. See Table 1 for an index of the sources referenced in each indicator.

Key Industry Risks
Key industry risks are risks commonly regarded as potentially severe or likely within the industry and that companies are expected to demonstrate, through a process of human rights due dili- gence, how they are preventing them or why they are not relevant.

INSERT TABLES from p.84 and p.85 from CHRB methodology";"The Company ensures its suppliers verify the age of job applicants and workers. In addition, if the Company learns that it has child labour in its supply chain it ensures that the child/children are enrolled in a remediation/education programme, rather than dismissing them from employment. If children are found to be involved in hazardous work, they are removed immediately from the situation and provided alternative work until they can be enrolled in or are immediately enrolled in a remediation/education programme. The objective is to ensure that children are not pushed into more dangerous survival strategies.

Score 1:
The Company includes child labour guidelines, including not using child labour, verifying the age of job applicants and workers and remediation programmes, in its in its contractual arrangements with its suppliers or supplier code of conduct and describes how these practices are taken into
account positively in the identification and selection of suppliers OR the Company describes how it works with suppliers to eliminate child labour and to improve working conditions for young workers where relevant.

Score 2:
The Company meets both of the requirements under Score 1 AND provides an analysis of trends in progress made.

Sources: CRC, Art. 32; ILO, No. 138 & No. 182; CRBP; HRIB, 2.3 and 8.2.7; FLA, I.ER.4, V. and CL.3-.4; ETI, 4.2 and 4.4; FWF, 3;
BSCI, V. No Child Labour and Special Protections for Young Workers; SA8000, IV.1.2; GRI G4-HR5";D.2 Apparel: Key Industry Risks, CRC Art. 32, ILO No. 138, ILO No. 182, CRBP, HRIB 8.2.7, FLA I.ER.4, V, FLA CL.3-.4, ETI 4.2, ETI 4.4, FWF 3, BSCI V. No Child Labour and Special Protections for Young Workers, SA8000 IV. 1.2, GRI G4-HR5;Category;Designer assessed;Research Metric;;"Score 0; Score 1; Score 2"
Corporate Human Rights Benchmark;"D.2.5.a Forced Labour: Debt Bondage and Other Unacceptable Financial Costs (Own Agricultural
Operations)";To what degree does the company ensure it does not impose debt bondage and other unacceptable financial costs on workers?;"PERFORMANCE: COMPANY HUMAN RIGHTS PRACTICES

The indicators applied to each industry are mapped in the below tables, split between enabling factors and business processes and key industry risks. These key industry risks have been identified taking into consideration industry research and consultation. See Table 1 for an index of the sources referenced in each indicator.

Key Industry Risks
Key industry risks are risks commonly regarded as potentially severe or likely within the industry and that companies are expected to demonstrate, through a process of human rights due dili- gence, how they are preventing them or why they are not relevant.

INSERT TABLES from p.84 and p.85 from CHRB methodology";"The Company refrains from imposing any financial burdens on workers by withholding wages or expenses that should be covered by the Company, including recruitment fees and related recruitment costs.

Score 1:
The Company indicates that it pays workers regularly, in full and on time and does not require workers to pay work related fees or costs AND indicates that all workers receive a payslip with their wages explaining any legitimate deductions.

Score 2:
The Company also describes how it implements and monitors this practice in its own operations, particularly with employment agencies/labour brokers/recruitment intermediaries.

Sources: ICCPR, Art. 8; ILO, No. 29 & No. 105; HRIB 2.2.; ETI, 1.2; FLA, I, I.ER.6, I.ER.10.2, I.ER.18, I.ER.20-.21 and IV. and IV.F.1- .3; BSCI, V. No Bonded Labour; SA8000, IV.2.1-.3 and IV.8.2-.3; GRI G4-HR6";D.2 Apparel: Key Industry Risks, ICCPR Art. 8, ILO No. 29, ILO No. 105, HRIB 2.2, ETI 1.2, FLA I, FLA I.ER.6, FLA I.ER.10.2, FLA I.ER.18, FLA I.ER.20-.21, FLA IV., FLA IV.F.1- .3, BSCI V. No Bonded Labour, SA8000 IV.2.1-.3, SA8000 IV.8.2-.3, GRI G4-HR6;Category;Designer assessed;Research Metric;;"Score 0; Score 1; Score 2"
Corporate Human Rights Benchmark;D.2.5.b Forced Labour: Debt Bondage and Other Unacceptable Financial Costs (Supply Chain);To what degree does the company refrain from imposing any financial burdens on workers by withholding wages or expenses that should be covered by the Company (including recruitment fees and related recruitment costs)?;"PERFORMANCE: COMPANY HUMAN RIGHTS PRACTICES

The indicators applied to each industry are mapped in the below tables, split between enabling factors and business processes and key industry risks. These key industry risks have been identified taking into consideration industry research and consultation. See Table 1 for an index of the sources referenced in each indicator.

Key Industry Risks
Key industry risks are risks commonly regarded as potentially severe or likely within the industry and that companies are expected to demonstrate, through a process of human rights due dili- gence, how they are preventing them or why they are not relevant.

INSERT TABLES from p.84 and p.85 from CHRB methodology";"The Company ensures its suppliers refrain from imposing any financial burdens on workers by
withholding wages or expenses that should be covered by its suppliers, including recruitment
fees and related recruitment costs.

Score 1:
The Company includes debt bondage guidelines, including refraining from imposing any financial
burdens on workers by withholding wages or expenses including recruitment fees and related recruitment costs, in its contractual arrangements with its suppliers or supplier code of conduct and describes how these practices are taken into account positively in the identification and selection of suppliers OR the Company describes how it works with suppliers to eliminate imposing any financial burdens on workers.

Score 2:
The Company meets both of the requirements under Score 1 AND provides an analysis of trends in progress made.

Sources: ICCPR, Art. 8; ILO, No. 29 & No. 105; HRIB Indicator 8.2.6; ETI, 1.2; FLA, I.ER.6, I.ER.10.2, I.ER.18, I.ER.20-21, IV.F.1-3; FWF, 1; BSCI, V. No Bonded Labour; SA8000, IV.2.1-.3 and IV.8.2-.3; GRI G4-HR6
";D.2 Apparel: Key Industry Risks, ICCPR Art. 8, ILO No. 29, ILO No. 105, HRIB 8.2.6, ETI 1.2, FLA I.ER.6, FLA I.ER.10.2, FLA I.ER.18, FLA I.ER.20-.21, FLA IV.F.1-.3, BSCI V. No Bonded Labour, SA8000 IV.2.1-.3, SA8000 IV.8.2-.3, GRI G4-HR6;Category;Designer assessed;Research Metric;;"Score 0; Score 1; Score 2"
Corporate Human Rights Benchmark;D.2.5.c Forced Labour: Restrictions on Workers (Own Production / Manufacturing Operations);To what degree does the company ensure it does not restrict the freedom of movement of workers?;"PERFORMANCE: COMPANY HUMAN RIGHTS PRACTICES

The indicators applied to each industry are mapped in the below tables, split between enabling factors and business processes and key industry risks. These key industry risks have been identified taking into consideration industry research and consultation. See Table 1 for an index of the sources referenced in each indicator.

Key Industry Risks
Key industry risks are risks commonly regarded as potentially severe or likely within the industry and that companies are expected to demonstrate, through a process of human rights due dili- gence, how they are preventing them or why they are not relevant.

INSERT TABLES from p.84 and p.85 from CHRB methodology";"The Company refrains from restricting workers’ movement, including through the retention of passports or other personal identification or travel documents or ATM cards or similar arrange- ments for accessing wages.

Score 1:
The Company indicates that it does not retain the workers’ personal documents or restrict workers’ freedom of movement outside of work hours or require workers to stay at and pay for accommodation by the Company.

Score 2:
The Company also describes how it implements and checks this practice in its operations, particularly with employment agencies/labour brokers/recruitment intermediaries.

Sources: ICCPR, Art. 12; ILO, No. 29 & No. 105; HRIB 2.2; ETI, 1.2; FLA, I.ER.5, I.ER.10, IV.F.1-.2 and IV.F.4-.7; FWF, 1; BSCI, V. No Bonded Labour; SA8000, IV.2.4; GRI G4-HR6 ";D.2 Apparel: Key Industry Risks, ICCPR, Art. 12, ILO No. 29 ILO No. 105, HRIB 2.2, ETI 1.2, ETI FLA, ETI I.ER.5, ETI I.ER.10, ETI IV.F.1-.2, ETI IV.F.4-.7, FWF 1, BSCI V. No Bonded Labour, SA8000 IV.2.4, GRI G4-HR6;Category;Designer assessed;Research Metric;;"Score 0; Score 1; Score 2"
Corporate Human Rights Benchmark;D.2.5.d Forced Labour: Restrictions on Workers (Supply Chain);To what degree does the company ensure its suppliers refrain from restricting workers’ movement, including through the retention of passports or other personal identification or travel documents or ATM cards or similar arrangements for accessing wages or other measures to physically restrict movement?;"PERFORMANCE: COMPANY HUMAN RIGHTS PRACTICES

The indicators applied to each industry are mapped in the below tables, split between enabling factors and business processes and key industry risks. These key industry risks have been identified taking into consideration industry research and consultation. See Table 1 for an index of the sources referenced in each indicator.

Key Industry Risks
Key industry risks are risks commonly regarded as potentially severe or likely within the industry and that companies are expected to demonstrate, through a process of human rights due dili- gence, how they are preventing them or why they are not relevant.

INSERT TABLES from p.84 and p.85 from CHRB methodology";"The Company ensures its suppliers refrain from restricting workers’ movement, including through the retention of passports or other personal identification or travel documents or ATM cards or similar arrangements for accessing wages or other measures to physically restrict movement.

Score 1:
The Company includes guidelines on workers’ freedom of movement, including refraining from restricting workers’ movement through the retentionof passports or other personal identification or
travel documents or ATM cards or similar arrangements arrangements with its suppliers or supplier code of conduct and describes how these practices are taken into account positively in the identification and selection of suppliers OR the Company describes how it works with suppliers to eliminate detention of worker’s documents or other actions to physically restrict movement.

Score 2:
The Company does both of the requirements under Score 1 AND the Company provides an analysis of trends in progress made.

Sources: ICCPR, Art. 12; ILO, No. 29 & No. 105; HRIB, 8.2.6; ETI, 1.2; FLA, I.ER.5, I.ER.10, IV.F.1-.2 and F.4-.7; FWF, 1; BSCI, V. No Bonded Labour; SA8000, IV.2.4; GRI G4-HR6";D.2 Apparel: Key Industry Risks, ICCPR Art. 12, ILO No. 29, ILO No. 105, HRIB 8.2.6, ETI 1.2, FLA I.ER.5, FLA I.ER.10, FLA IV.F.1-.2, FLA F.4-.7, FWF 1, BSCI V. No Bonded Labour, SA8000 IV.2.4, GRI G4-HR6;Category;Designer assessed;Research Metric;;"Score 0; Score 1; Score 2"
Corporate Human Rights Benchmark;D.2.6.a Freedom of Association and Collective Bargaining (Own Production / Manufacturing Operations);To what degree does the company respect the freedom of association and collective bargaining rights of workers?;"PERFORMANCE: COMPANY HUMAN RIGHTS PRACTICES

The indicators applied to each industry are mapped in the below tables, split between enabling factors and business processes and key industry risks. These key industry risks have been identified taking into consideration industry research and consultation. See Table 1 for an index of the sources referenced in each indicator.

Key Industry Risks
Key industry risks are risks commonly regarded as potentially severe or likely within the industry and that companies are expected to demonstrate, through a process of human rights due dili- gence, how they are preventing them or why they are not relevant.

INSERT TABLES from p.84 and p.85 from CHRB methodology";"The Company respects the right of all workers to form and join a trade union of their choice and
to bargain collectively. In addition, it provides workers’ representatives with appropriate facilities
to assist in the development of effective collective bargaining agreement(s). The Company
also prohibits intimidation, harassment, retaliation and violence against trade union members
and trade union representatives.

Score 1:
The Company commits to not interfering with the right of workers to form or join trade unions and to bargain collectively and puts in place measures to prohibit any form of intimidation or retaliation against workers seeking to exercise these rights OR discloses the percentage of its workforce whose terms and conditions of work are covered by collective bargaining agreements.

Score 2:
The Company meets both of the requirements under Score 1.

Sources: ICESCR, Art. 7; ICCPR, Art. 22; ILO, No. 87 and No. 98; HRIB, 2.6; SA8000, IV.4; GRI G4-HR4";D.2 Apparel: Key Industry Risks, ICESCR Art. 7, ICCPR Art. 22, ILO No. 87, ILO No. 98, HRIB 2.6, SA8000 IV.4, GRI G4-HR4;Category;Designer assessed;Research Metric;;"Score 0; Score 1; Score 2"
Corporate Human Rights Benchmark;D.2.6.b Freedom of Association and Collective Bargaining (Supply Chain);To what degree does the company ensure its suppliers respect the right of all workers to form and join a trade unionof their choice and to bargain collectively?;"PERFORMANCE: COMPANY HUMAN RIGHTS PRACTICES

The indicators applied to each industry are mapped in the below tables, split between enabling factors and business processes and key industry risks. These key industry risks have been identified taking into consideration industry research and consultation. See Table 1 for an index of the sources referenced in each indicator.

Key Industry Risks
Key industry risks are risks commonly regarded as potentially severe or likely within the industry and that companies are expected to demonstrate, through a process of human rights due dili- gence, how they are preventing them or why they are not relevant.

INSERT TABLES from p.84 and p.85 from CHRB methodology";"The Company ensures its suppliers respect the right of all workers to form and join a trade unionof their choice and to bargain collectively. In addition, the Company ensures its suppliers provide workers’ representatives with appropriate facilities to assist in the development of effective collective bargaining agreement(s). The Company also ensures its suppliers prohibit intimidation, harassment, retaliation and violence against trade union members and trade union representatives.

Score 1:
The Company includes freedom of association and collective bargaining guidelines, including the prohibition of intimidation, harassment, retaliation and violence against union members and union representatives, in its contractual arrangements with its suppliers or supplier code of conduct and describes how these practices are taken into account positively in the identification and selection of suppliers OR the Company describes how it works with suppliers to improve their practices in relation to freedom of association and collective bargaining.

Score 2:
The Company meets both of the requirements under Score 1 AND provides an analysis of trendsin progress made.

Sources: ICESCR, Art. 7, ICCPR, Art. 22; ILO, No. 87 & No. 98; HRIB 2.6; ETI, 2; FLA, I.ER.15.1, I.ER.16, VI.FOA.1-24; FWF, 4; BSCI, V. the Rights to Freedom of Association & Collective Bargaining; SA8000, IV.4; GRI G4-HR4";D.2 Apparel: Key Industry Risks, ICESCR Art. 7, ICCPR Art. 22, ILO No. 87, ILO No. 98, HRIB 2.6, ETI 2, FLA I.ER.15.1, FLA I.ER.16, FLA VI.FOA.1-24, FWF 4, BSCI V. the Rights to Freedom of Association & Collective Bargaining, SA8000 IV.4, GRI G4-HR4;Category;Designer assessed;Research Metric;;"Score 0; Score 1; Score 2"
Corporate Human Rights Benchmark;D.2.7.a Health and Safety: Fatalities, Lost Days, Injury Rates (Own Production / Manufacturing Operations);To what degree does the company disclose information about worker fatalities, lost days and injury rates?;"PERFORMANCE: COMPANY HUMAN RIGHTS PRACTICES

The indicators applied to each industry are mapped in the below tables, split between enabling factors and business processes and key industry risks. These key industry risks have been identified taking into consideration industry research and consultation. See Table 1 for an index of the sources referenced in each indicator.

Key Industry Risks
Key industry risks are risks commonly regarded as potentially severe or likely within the industry and that companies are expected to demonstrate, through a process of human rights due dili- gence, how they are preventing them or why they are not relevant.

INSERT TABLES from p.84 and p.85 from CHRB methodology";"The Company discloses a set of quantitative information on health and safety related to its total workforce, namely: injury rate, fatality rate, lost days or near miss frequency rate.

Score 1:
The Company discloses quantitative information on health and safety for its employees related to injury rates or lost days (or near miss frequency rate) and fatalities.

Score 2:
The Company also provides an explanation of the figures provided or describes the resulting corrective actions or action plans OR sets targets related to rates of injury, lost days and fatalities AND, if the Company had already set targets related to the reporting period, it either has met the targets or provides an explanation of why not.

Sources: ICESCR, Art. 7; HRIB, 3; FLA, VII.HSE.3; BSCI, V. Occupational Health & Safety; SA8000, IV.3.5 and IV.3.7 ; GRI G4-LA6 ";D.2 Apparel: Key Industry Risks, ICESCR Article 7, HRIB 3, FLA VII.HSE.3, BSCI V. Occupational Health & Safety, SA8000 IV.3.5, SA8000 IV.3.7, GRI G4-LA6;Category;Designer assessed;Research Metric;;"Score 0; Score 1; Score 2"
Corporate Human Rights Benchmark;D.2.7.b Health and Safety: Fatalities, Lost Days, Injury Rates (Supply Chain);To what degree does the company disclose a set of quantitative information on health and safety related to its total workforce, namely: injury rate, fatality rate, lost days or near miss frequency rate?;"PERFORMANCE: COMPANY HUMAN RIGHTS PRACTICES

The indicators applied to each industry are mapped in the below tables, split between enabling factors and business processes and key industry risks. These key industry risks have been identified taking into consideration industry research and consultation. See Table 1 for an index of the sources referenced in each indicator.

Key Industry Risks
Key industry risks are risks commonly regarded as potentially severe or likely within the industry and that companies are expected to demonstrate, through a process of human rights due dili- gence, how they are preventing them or why they are not relevant.

INSERT TABLES from p.84 and p.85 from CHRB methodology";"The Company discloses a set of quantitative information on health and safety related to its total workforce, namely: injury rate, fatality rate, lost days or near miss frequency rate.

Score 1:
The Company discloses quantitative information on health and safety for its employees related to injury rates or lost days (or near miss frequency rate) and fatalities.

Score 2:
The Company also provides an explanation of the figures provided or describes the resulting corrective actions or action plans OR sets targets related to rates of injury, lost days and fatalities AND, if the Company had already set targets related to the reporting period, it either has met the targets or provides an explanation of why not.

Sources: ICESCR, Art. 7; HRIB, 3; FLA, VII.HSE.3; BSCI, V. Occupational Health & Safety; SA8000, IV.3.5 and IV.3.7 ; GRI G4-LA6";D.2 Apparel: Key Industry Risks, ICESCR Art. 7, HRIB 8.2.1, FLA VII.HSE.3, BSCI V. Occupational Health & Safety, SA8000 IV.3.5, SA8000 IV.3.7, GRI G4-LA6;Category;Designer assessed;Research Metric;;"Score 0; Score 1; Score 2"
Corporate Human Rights Benchmark;D.2.8.a Women’s Rights (Own Production / Manufacturing Operations);To what degree does the company recognise women's rights and have measures in place to eliminate discrimination against women?;"PERFORMANCE: COMPANY HUMAN RIGHTS PRACTICES

The indicators applied to each industry are mapped in the below tables, split between enabling factors and business processes and key industry risks. These key industry risks have been identified taking into consideration industry research and consultation. See Table 1 for an index of the sources referenced in each indicator.

Key Industry Risks
Key industry risks are risks commonly regarded as potentially severe or likely within the industry and that companies are expected to demonstrate, through a process of human rights due dili- gence, how they are preventing them or why they are not relevant.

INSERT TABLES from p.84 and p.85 from CHRB methodology";"The Company recognises the relevance of women’s rights for the industry, given the prevalence of women workers and the different dimensions of inequality they often face. The Company has measures in place to implement its policy commitment to eliminate discrimination against women through: providing equal pay for equal work, and measures to ensure equal opportunities throughout all levels of employment, which may include setting up women’s committees that report to management to address and resolve issues. In addition, the Company has in place measures to eliminate health & safety concerns that are particularly prevalent among women workers (e.g. sexual harassment, impact of pesticides on pregnant women).

Score 1:
The Company describes its processes to prohibit harassment, intimidation and violence against women OR it describes how it takes into account differential impacts on women and men of working conditions, including to reproductive health OR it describes how it provides equality of opportunity for women in the workforce that are monitored and maintained throughout all levels of employment.

Score 2:
The Company meets all of the requirements under Score 1.

Sources: CEDAW; ILO, No. 100 & No. 111; WEP; HRIB, 2.7; ETI, 7 and 9; FLA, I.ER.3, II. and III.; FWF, 2; BSCI, V. No Discrimina- tion; SA8000, IV.5; GRI G4-LA13 ";D.2 Apparel: Key Industry Risks, CEDAW, ILO No. 100, ILO No. 111, WEP, HRIB 2.7, ETI 7, ETI 9, FLA I.ER.3, FLA II, FLA III, FWF 2, BSCI V. No Discrimination, SA8000 IV.5, GRI G4-LA13;Category;Designer assessed;Research Metric;;"Score 0; Score 1; Score 2"
Corporate Human Rights Benchmark;D.2.8.b Women’s Rights (Supply Chain);To what degree does the company recognise the relevance of women’s rights for the industry, given the prevalence of women workers and the different dimensions of inequality they often face?;"PERFORMANCE: COMPANY HUMAN RIGHTS PRACTICES

The indicators applied to each industry are mapped in the below tables, split between enabling factors and business processes and key industry risks. These key industry risks have been identified taking into consideration industry research and consultation. See Table 1 for an index of the sources referenced in each indicator.

Key Industry Risks
Key industry risks are risks commonly regarded as potentially severe or likely within the industry and that companies are expected to demonstrate, through a process of human rights due dili- gence, how they are preventing them or why they are not relevant.

INSERT TABLES from p.84 and p.85 from CHRB methodology";"The Company recognises the relevance of women’s rights for the industry, given the prevalence of women workers and the different dimensions of inequality they often face. The Company ensures its suppliers have measures in place to implement its policy commitment to eliminate discrimination against women through: providing equal pay for equal work, and measures to ensure equal opportunities throughout all levels of employment, which may include setting up women’s committees that report to management to address and resolve issues. In addition, the Company ensures its suppliers have measures in place to eliminate health & safety concerns that are particularly prevalent among women workers (e.g. sexual harassment and physical security).

Score 1:
The Company includes women’s rights guidelines, including the provision of equal pay for equal work, and measures to ensure equal opportunities throughout all levels of employment and to eliminate health and safety concerns that are particularly prevalent among women workers, in its contractual arrangements with its suppliers or in its supplier code of conduct and describes how these practices are taken into account positively in the identification and selection of suppliers OR the Company works with suppliers to improve their practices in relation to women’s rights.

Score 2:
The Company meets both of the requirements under Score 1 AND provides an analysis of trends in progress made.

Sources: CEDAW; ILO, No. 100 & No. 111; WEP; HRIB, 8.2.5; ETI, 7 and 9; FLA, I.ER.3, II. and III.; FWF, 2; BSCI, V. No Discrimination; SA8000, IV.5; GRI G4-LA13";D.2 Apparel: Key Industry Risks, CEDAW, ILO No. 100, ILO No. 111, WEP, HRIB 2.7, ETI 7, ETI 9, FLA I.ER.3, FLA II, FLA III, FWF 2, BSCI V. No Discrimination, SA8000 IV.5, GRI G4-LA13;Category;Designer assessed;Research Metric;;"Score 0; Score 1; Score 2"
